comp_id,location_id,car_class,pickup_date,obs_date,comp_min_price,days_until_pickup
5739728,5,luxury,2024-05-23,2024-05-28,101.43,30
6843908,24,compact,2024-04-12,2024-04-21,190.33,3
1586626,17,luxury,2024-09-24,2024-10-03,71.9,7
8500803,14,suv,2024-10-27,2024-10-29,54.47,28
6020611,17,economy,2024-11-15,2024-10-11,197.49,16
16265222,21,suv,2024-02-04,2024-01-30,219.47,7
15490271,6,luxury,2024-09-29,2024-08-06,56.97,9
15042939,7,suv,2024-09-27,2024-08-06,46.65,12
4560933,6,economy,2024-11-07,2024-10-15,107.44,11
9872678,4,compact,2024-08-13,2024-07-15,71.87,9
5845995,11,compact,2024-09-13,2024-10-18,152.12,20
9583173,18,suv,2024-06-22,2024-05-27,103.98,11
3739423,23,luxury,2024-07-12,2024-05-15,101.84,7
11715275,18,luxury,2024-03-03,2024-01-20,67.92,27
13925466,8,suv,2024-01-27,2024-01-28,47.95,2
1870194,17,luxury,2024-09-03,2024-07-25,66.06,12
8898651,3,economy,2024-03-28,2024-02-17,49.82,23
11416916,3,suv,2024-07-28,2024-05-27,70.77,26
3177703,13,compact,2024-05-14,2024-04-13,38.87,20
5076376,5,compact,2024-10-09,2024-09-21,50.53,17
11022206,4,economy,2024-04-06,2024-02-22,60.39,15
9445053,10,luxury,2024-07-24,2024-07-09,108.41,18
4968255,9,luxury,2024-05-10,2024-03-01,46.75,3
9391697,20,compact,2024-09-22,2024-08-26,193.44,14
15189363,20,suv,2024-08-29,2024-08-30,130.98,15
7667044,8,luxury,2024-08-19,2024-07-01,79.93,17
5243891,6,luxury,2024-12-02,2024-12-24,109.83,12
13653094,3,economy,2024-05-30,2024-05-23,76.47,12
3423564,21,compact,2024-09-28,2024-09-19,41.68,32
14066262,12,compact,2024-07-07,2024-04-21,90.83,11
15313111,15,compact,2024-03-11,2024-03-10,213.23,9
7547986,13,compact,2025-01-09,2024-12-16,75.64,17
12090964,12,economy,2025-01-20,2024-12-30,260.97,11
9673413,19,compact,2024-11-24,2024-11-09,72.56,18
3599526,7,compact,2024-02-26,2024-02-05,290.52,10
9797302,7,compact,2024-06-19,2024-07-24,78.24,12
2456577,7,compact,2024-09-14,2024-08-28,41.64,2
7267164,13,economy,2024-01-21,2024-01-11,50.66,5
2173809,11,suv,2024-02-26,2024-02-23,155.68,15
11342524,15,suv,2024-07-15,2024-08-15,85.33,26
13577493,20,compact,2024-02-29,2024-02-08,108.47,17
5986146,10,compact,2024-10-15,2024-09-27,228.66,19
4782975,21,compact,2024-10-25,2024-10-01,202.2,25
3166252,9,economy,2024-09-29,2024-09-19,168.76,9
8180259,21,economy,2024-01-25,2024-01-16,36.38,7
1357439,13,economy,2024-02-25,2024-01-29,38.85,11
2341743,3,economy,2024-05-29,2024-06-29,76.44,4
4252803,21,luxury,2024-03-29,2024-02-20,57.55,26
1823442,5,compact,2024-03-08,2024-02-21,250.33,13
3150243,7,luxury,2024-11-20,2024-11-24,139.57,6
1474907,6,luxury,2024-10-25,2024-10-23,285.94,17
11030767,22,economy,2024-06-11,2024-06-22,66.37,9
1576473,6,economy,2024-07-24,2024-07-04,63.83,11
15780230,6,economy,2024-03-26,2024-04-27,102.83,3
3105687,12,luxury,2024-05-13,2024-03-24,77.47,5
16703929,10,economy,2024-09-16,2024-08-01,39.86,10
12068337,20,compact,2024-04-17,2024-03-04,60.65,25
5145261,1,compact,2024-09-23,2024-08-17,133.8,3
16065864,21,luxury,2024-02-08,2024-01-25,89.74,28
6205713,22,suv,2024-06-13,2024-08-15,241.79,8
8750264,19,economy,2024-02-11,2024-01-16,45.11,26
1935750,20,economy,2024-02-12,2024-01-25,87.75,9
8472669,20,luxury,2024-09-08,2024-07-21,35.38,26
9611905,13,compact,2024-11-20,2024-12-05,107.91,11
14658000,1,compact,2024-02-12,2024-02-05,227.37,20
14191099,1,suv,2024-09-18,2024-10-25,48.51,2
7830072,2,luxury,2024-02-01,2024-01-26,95.84,7
14108597,21,luxury,2024-03-02,2024-02-26,82.47,19
788485,6,luxury,2024-08-13,2024-07-01,40.8,28
15801622,3,compact,2024-12-06,2024-11-21,152.32,22
6485221,14,luxury,2024-01-23,2024-01-18,101.08,11
9316423,15,suv,2024-12-02,2024-11-19,96.02,10
1068229,3,luxury,2024-09-06,2024-07-16,98.28,25
2171610,22,luxury,2024-01-27,2024-01-15,61.17,20
4237594,7,economy,2024-07-03,2024-07-09,78.76,11
11606915,20,luxury,2024-07-21,2024-10-11,46.66,2
14369938,24,economy,2024-10-26,2024-10-07,69.73,10
16340969,8,economy,2024-07-14,2024-05-12,56.04,11
13449002,9,compact,2024-11-14,2024-10-17,50.36,27
6202872,17,compact,2024-11-23,2024-11-05,227.99,9
3288911,9,luxury,2024-08-09,2024-08-08,39.79,6
11730939,4,economy,2024-08-23,2024-05-25,68.22,43
2023059,14,compact,2024-07-06,2024-06-03,92.05,19
11469135,15,compact,2025-01-12,2024-12-20,58.99,28
15694054,5,economy,2024-03-07,2024-02-18,59.82,12
2931045,23,luxury,2024-01-19,2024-01-11,154.34,2
9161020,1,compact,2024-12-09,2024-11-30,67.16,2
11456569,21,economy,2024-02-21,2024-01-16,51.12,13
1892722,16,luxury,2024-02-13,2024-02-04,85.95,4
5699133,7,economy,2024-11-25,2024-11-04,54.39,24
6275515,13,economy,2024-07-28,2024-06-12,49.55,30
7705703,4,economy,2024-04-07,2024-02-25,36.55,35
2860077,20,compact,2024-11-08,2024-10-09,121.61,12
13531624,3,luxury,2024-03-29,2024-03-26,56.98,24
328488,2,compact,2024-01-30,2024-01-15,108.55,3
6870691,9,suv,2024-12-27,2024-12-07,139.93,9
4832189,12,suv,2024-12-11,2024-12-21,180.82,3
7079298,10,economy,2024-10-25,2024-10-05,60.21,4
3432339,19,luxury,2024-02-28,2024-02-26,82.14,7
10638826,14,luxury,2024-10-30,2024-11-15,149.65,14
14217333,24,luxury,2024-07-09,2024-07-15,144.4,4
3330142,20,compact,2024-08-20,2024-09-09,116.03,4
6887218,13,compact,2024-09-05,2024-07-09,47.07,39
6218621,17,economy,2024-06-19,2024-05-26,101.81,19
5302622,21,compact,2024-03-09,2024-03-15,178.01,4
4586391,3,luxury,2024-05-03,2024-03-23,227.29,14
5840159,9,suv,2024-02-22,2024-02-03,171.93,4
15514527,10,economy,2025-01-04,2024-12-15,137.51,19
16475265,4,compact,2024-09-01,2024-10-13,54.92,9
8932815,18,compact,2024-04-18,2024-03-07,276.35,19
9769707,14,luxury,2024-12-06,2024-11-29,154.9,11
10483802,12,luxury,2024-06-07,2024-06-30,44.98,7
3641478,9,suv,2024-05-08,2024-05-12,67.42,3
15482533,6,economy,2024-02-16,2024-02-05,207.16,2
15174797,18,compact,2024-10-19,2024-10-29,55.32,19
15693213,7,suv,2024-11-02,2024-10-11,49.15,33
3716637,6,compact,2024-04-18,2024-03-17,137.54,27
14798536,3,compact,2024-02-25,2024-03-06,54.79,6
11752147,7,compact,2024-01-30,2024-01-20,37.87,22
11597180,1,suv,2024-02-14,2024-01-24,37.31,9
10650609,6,suv,2024-07-13,2024-07-06,52.66,34
3682885,18,luxury,2024-09-02,2024-08-19,41.94,26
15846870,9,luxury,2024-09-17,2024-09-18,157.61,9
3912821,1,compact,2024-07-02,2024-08-23,240.57,2
652301,22,economy,2024-07-29,2024-07-17,61.43,17
12378350,10,luxury,2024-08-13,2024-08-11,46.0,10
11331837,23,economy,2024-10-05,2024-09-21,43.24,9
12838226,12,compact,2024-08-08,2024-07-26,47.9,6
6004809,23,suv,2024-11-15,2024-11-29,172.82,2
6590796,7,economy,2024-09-26,2024-09-21,45.38,4
7121398,5,suv,2024-12-27,2024-12-05,122.54,11
583029,20,luxury,2024-02-01,2024-01-17,38.9,19
8576274,20,luxury,2024-07-01,2024-06-03,52.85,22
14415263,5,suv,2024-10-09,2024-08-29,157.11,14
1915052,20,compact,2024-03-14,2024-02-14,209.06,4
5723786,13,suv,2024-01-30,2024-01-16,142.54,5
6505258,24,luxury,2024-03-18,2024-04-17,206.03,19
16183814,9,luxury,2024-11-28,2024-12-03,143.02,6
7124874,8,compact,2024-05-02,2024-04-19,109.07,10
8735834,17,suv,2024-09-16,2024-09-09,39.03,6
2351472,7,compact,2024-09-10,2024-09-29,233.02,10
8546797,8,economy,2024-09-17,2024-08-23,35.56,5
7687849,15,luxury,2024-07-17,2024-06-16,36.94,11
1856758,16,compact,2024-09-06,2024-08-15,209.73,39
5215595,12,economy,2024-06-12,2024-05-24,85.36,24
13262762,13,economy,2024-04-17,2024-02-11,58.75,37
14906693,9,suv,2024-07-02,2024-06-28,143.06,10
7750140,16,compact,2024-05-13,2024-06-27,165.11,6
15451131,6,compact,2024-11-12,2024-11-17,212.49,7
11448626,4,economy,2024-08-13,2024-06-23,49.5,32
3328031,15,luxury,2024-05-29,2024-05-23,196.29,12
4324971,10,compact,2024-05-14,2024-03-21,53.0,20
158918,13,luxury,2024-05-28,2024-05-23,71.29,7
9310138,17,compact,2024-05-08,2024-07-11,79.95,7
8277875,12,suv,2024-05-03,2024-05-13,67.31,4
12245262,20,luxury,2024-11-03,2024-10-30,76.01,6
4700314,12,compact,2024-07-14,2024-07-17,45.17,9
12102015,18,compact,2024-06-07,2024-07-11,106.98,13
16418329,8,economy,2024-08-19,2024-07-19,168.24,25
14482552,6,compact,2024-09-01,2024-06-22,118.56,13
13276290,13,suv,2024-06-28,2024-06-09,128.02,15
13756314,11,economy,2024-12-12,2024-12-12,38.58,3
4515322,14,luxury,2024-03-17,2024-03-23,86.87,4
13099520,3,suv,2024-01-09,2024-01-02,35.53,3
2751694,8,economy,2024-03-21,2024-03-15,56.18,8
9579084,13,economy,2024-03-15,2024-01-31,51.5,28
4329038,14,luxury,2024-09-28,2024-07-24,93.33,22
9596319,23,compact,2025-01-17,2024-12-30,198.16,22
5377359,20,compact,2024-11-28,2024-12-14,125.09,3
7930760,7,luxury,2024-04-29,2024-04-15,64.02,15
15328163,10,suv,2024-08-25,2024-08-15,153.99,5
297287,23,luxury,2024-04-08,2024-03-17,49.02,12
3305543,19,compact,2024-01-23,2024-01-18,77.26,6
15025163,23,compact,2024-10-27,2024-10-02,182.31,15
6708500,4,suv,2024-10-09,2024-10-13,136.42,6
13284931,16,suv,2024-10-30,2024-10-25,166.09,21
10115187,18,luxury,2024-07-15,2024-06-25,68.28,24
4313485,9,compact,2024-06-19,2024-06-23,145.27,10
12887635,9,luxury,2024-07-17,2024-07-01,71.37,8
11806119,7,suv,2024-07-17,2024-05-11,95.55,18
928173,16,suv,2024-11-22,2024-11-22,87.45,15
4461209,24,compact,2024-04-12,2024-03-27,54.43,31
9569568,5,luxury,2024-09-18,2024-09-10,40.68,4
8221699,15,luxury,2024-02-07,2024-02-03,192.5,11
5686477,18,suv,2024-02-11,2024-01-23,72.09,9
3942564,4,luxury,2024-08-19,2024-08-08,128.86,9
3914506,7,luxury,2024-03-14,2024-03-24,47.46,11
2688957,8,suv,2024-09-05,2024-08-01,38.83,27
5071978,1,luxury,2024-01-22,2024-01-05,97.5,18
16197538,24,economy,2025-01-21,2024-12-28,74.81,27
3411213,8,luxury,2024-01-20,2024-01-02,93.83,10
13996916,23,luxury,2024-12-12,2024-12-20,98.88,3
1024810,9,economy,2024-02-10,2024-01-24,77.09,21
4254267,20,suv,2024-01-08,2024-01-01,65.58,25
2595683,17,luxury,2024-04-28,2024-04-06,119.11,10
8616099,13,economy,2024-08-20,2024-07-09,64.05,10
3121541,24,suv,2024-08-30,2024-10-28,120.99,2
6886311,5,compact,2024-08-04,2024-09-30,63.78,10
9722690,19,compact,2024-06-01,2024-06-12,88.21,15
3061550,13,economy,2024-06-09,2024-05-19,130.81,31
14854713,17,luxury,2024-11-14,2024-12-02,136.04,7
11420710,16,compact,2025-01-11,2024-12-25,188.24,9
11611628,2,suv,2024-04-08,2024-02-24,133.45,9
4189166,17,luxury,2024-04-28,2024-03-09,53.15,4
13891109,7,suv,2024-04-10,2024-03-15,38.03,23
15416736,16,economy,2024-09-11,2024-07-31,36.7,29
11650080,23,luxury,2024-02-18,2024-01-23,79.43,25
3009648,13,economy,2024-01-14,2024-01-14,182.7,4
3926877,20,luxury,2024-07-17,2024-08-18,191.08,20
14241262,24,economy,2024-07-19,2024-06-02,46.83,19
13037929,15,compact,2024-04-08,2024-03-14,42.04,11
2241508,10,suv,2024-01-08,2024-01-01,35.32,9
10781166,20,luxury,2024-02-28,2024-02-03,67.62,3
931597,14,suv,2024-02-26,2024-01-17,52.4,20
11287370,14,suv,2024-02-15,2024-01-29,36.72,22
14340384,18,luxury,2024-09-26,2024-10-24,67.58,9
15800948,14,compact,2024-09-07,2024-09-18,83.77,25
10470440,10,compact,2024-02-24,2024-02-05,47.87,4
3985970,12,economy,2024-04-04,2024-02-22,63.63,4
3452768,10,economy,2024-10-06,2024-08-15,171.21,21
6122676,21,suv,2024-01-23,2024-01-20,86.27,6
7534205,8,suv,2024-09-13,2024-09-22,49.33,10
8216156,10,suv,2024-11-15,2024-08-28,117.19,18
15844376,7,compact,2024-10-01,2024-08-25,38.5,23
9234715,1,compact,2024-04-19,2024-02-24,36.16,12
12942403,24,compact,2024-01-16,2024-01-09,108.37,5
15658435,23,luxury,2024-06-16,2024-05-17,57.44,3
10663871,12,suv,2024-08-20,2024-10-28,128.23,3
14894902,2,economy,2024-02-29,2024-01-19,61.05,22
207924,3,compact,2024-06-15,2024-06-05,133.15,7
5658039,12,compact,2024-08-29,2024-08-21,64.05,20
9694808,14,economy,2024-08-10,2024-09-06,81.17,10
7901865,6,luxury,2024-09-12,2024-09-21,47.2,3
3566186,4,luxury,2024-10-12,2024-10-04,163.33,23
9481001,3,luxury,2024-05-15,2024-03-18,96.69,15
4384078,3,economy,2024-05-05,2024-05-08,67.67,3
16770435,5,compact,2024-02-04,2024-03-04,79.03,5
10598160,12,suv,2025-01-10,2024-12-25,167.96,5
11200507,7,economy,2024-08-27,2024-09-24,155.34,3
162465,4,luxury,2024-02-27,2024-02-19,128.05,4
612150,13,luxury,2024-06-30,2024-03-24,87.6,18
1536858,5,suv,2024-08-13,2024-08-16,86.35,17
10140145,6,economy,2024-12-20,2024-12-22,203.16,3
9415892,12,luxury,2024-04-12,2024-03-15,98.98,33
7284751,13,luxury,2024-06-13,2024-04-11,61.58,13
6679299,3,luxury,2024-02-04,2024-01-21,59.11,22
8374663,19,suv,2024-11-12,2024-10-06,136.72,4
4052622,18,compact,2024-08-14,2024-05-29,75.67,27
6601695,19,compact,2024-01-23,2024-01-22,56.55,2
13105637,11,luxury,2024-06-11,2024-05-01,54.63,33
3042756,13,compact,2024-02-07,2024-01-30,92.95,18
13511315,6,compact,2024-02-15,2024-01-18,106.8,8
1054058,8,suv,2025-01-15,2024-12-28,58.97,14
12280605,3,luxury,2024-07-07,2024-07-07,40.33,18
8263344,23,economy,2024-07-01,2024-06-23,78.05,9
9430358,7,suv,2024-12-10,2024-12-07,74.06,17
8543415,13,compact,2024-05-14,2024-04-08,43.31,18
6577695,11,luxury,2024-06-19,2024-06-24,90.19,9
14168934,5,compact,2024-06-18,2024-05-03,86.34,7
1414605,12,economy,2024-01-08,2024-01-01,130.03,15
5880651,14,suv,2024-08-28,2024-07-21,145.88,2
7301704,10,luxury,2025-01-22,2024-12-30,147.7,14
5754626,19,luxury,2024-09-04,2024-09-15,124.03,15
1582502,7,luxury,2024-05-14,2024-04-22,207.99,3
11782278,20,luxury,2024-08-24,2024-07-08,55.57,17
1960449,14,compact,2024-03-19,2024-03-06,71.77,10
16687932,7,suv,2024-04-28,2024-03-18,103.66,3
10385931,23,suv,2024-04-10,2024-03-07,39.25,30
10084088,20,suv,2024-01-22,2024-01-10,217.12,12
7803287,5,luxury,2024-08-29,2024-07-25,224.71,12
4039127,14,compact,2024-10-09,2024-10-14,125.21,23
10848827,9,luxury,2024-08-31,2024-08-21,50.4,7
4765448,18,compact,2024-11-20,2024-11-08,49.78,10
14159520,1,compact,2024-02-10,2024-03-12,128.58,11
15512456,6,luxury,2024-10-01,2024-09-06,179.25,3
7153502,15,suv,2024-06-28,2024-08-09,45.58,18
16163640,10,luxury,2024-08-21,2024-07-25,72.93,5
3212736,2,compact,2024-08-14,2024-08-28,128.29,8
4680183,18,compact,2024-10-17,2024-11-26,173.54,5
4986546,15,luxury,2024-08-31,2024-07-22,127.41,18
14475978,17,luxury,2024-04-21,2024-04-13,107.61,5
1458589,24,economy,2024-06-13,2024-07-24,175.19,8
11822299,16,luxury,2024-07-20,2024-07-30,134.9,19
10193088,5,suv,2024-05-27,2024-04-22,148.75,40
15353653,5,luxury,2024-05-18,2024-04-25,117.7,19
5810267,16,compact,2024-06-01,2024-03-29,71.59,32
2483429,11,economy,2024-07-11,2024-06-12,56.22,5
14728178,19,compact,2024-10-11,2024-10-26,130.31,9
832098,8,suv,2024-03-08,2024-02-18,140.81,9
4079619,19,economy,2024-08-12,2024-08-01,40.91,32
6462647,17,luxury,2024-05-17,2024-04-30,168.58,18
2257161,19,compact,2024-01-23,2024-01-02,63.58,16
15454954,14,luxury,2024-09-05,2024-09-10,177.99,3
11747133,17,compact,2024-09-29,2024-09-04,83.91,22
6059641,3,compact,2024-09-15,2024-09-13,128.01,3
13833144,24,luxury,2024-11-26,2024-12-02,110.96,4
6830892,10,suv,2024-07-03,2024-06-20,213.54,9
5474960,22,suv,2024-06-22,2024-04-18,232.32,14
16422148,10,compact,2024-03-16,2024-01-30,54.66,10
8921543,16,luxury,2025-01-11,2024-12-20,133.0,19
5305443,12,economy,2024-02-02,2024-02-09,59.47,2
1071356,1,luxury,2024-02-29,2024-02-15,100.51,10
818732,3,luxury,2024-03-15,2024-02-19,98.3,14
11947954,16,suv,2024-12-12,2024-12-11,169.11,3
7817513,12,compact,2024-04-07,2024-04-11,83.03,4
47127,19,compact,2024-11-06,2024-12-14,113.9,2
12458750,23,luxury,2024-09-15,2024-08-23,70.2,20
14440392,3,compact,2024-04-06,2024-05-15,49.12,4
13262905,17,suv,2024-04-26,2024-03-08,37.97,17
3731173,10,compact,2024-07-22,2024-07-22,42.71,18
10662766,16,economy,2024-01-22,2024-01-17,35.34,12
12527819,22,economy,2024-09-14,2024-09-05,256.58,8
15165585,23,compact,2024-12-05,2024-11-18,99.45,12
10063217,21,economy,2024-09-17,2024-09-13,99.14,7
731224,10,economy,2024-03-12,2024-02-12,146.71,5
4348687,23,suv,2024-09-13,2024-11-08,158.16,14
4902897,10,compact,2024-08-08,2024-06-27,42.73,19
8580522,23,suv,2024-11-30,2024-11-23,282.1,7
10477465,4,suv,2024-11-12,2024-11-06,133.28,4
15628205,17,luxury,2024-09-23,2024-08-15,70.23,27
11377787,1,luxury,2024-07-31,2024-08-19,53.61,19
682327,21,compact,2024-02-22,2024-01-25,74.2,19
11403802,15,suv,2024-07-25,2024-06-10,226.85,12
14027541,8,compact,2024-11-12,2024-10-20,151.02,10
6764968,15,economy,2024-11-25,2024-11-12,45.41,13
6245601,6,suv,2024-05-29,2024-05-27,104.99,12
