booking_id,search_id,user_id,supplier_id,location_id,car_class,pickup_date,search_ts,booking_ts,booking_delay_hours,days_until_pickup,search_price,booked_price,competitor_price,price_rank,user_segment
438558,36909,5499193,5,3,suv,2024-12-08 19:48:15,2024-12-27 10:18:00,2024-11-27 21:31:55.267289,37.959038652079634,35.39312315910383,112.35,155.9,128.14,1,frequent_renter
2235627,5716,11639863,1,2,suv,2024-03-08 05:01:28,2024-08-06 21:04:45,2024-04-09 07:51:49.275109,1.659917159998469,10.247217334732785,134.46,232.92,171.4,1,multi_trip
12861788,5843,5708356,5,9,economy,2024-10-12 20:33:40,2024-12-27 10:18:00,2024-12-05 23:04:24.536089,8.680207460685441,6.233442808553882,67.74,36.58,57.02,1,multi_trip
12480576,5386,4165630,2,15,compact,2024-06-16 13:26:12,2024-09-12 13:03:44,2024-09-09 11:39:26.102733,6.303091999443294,8.758731714100964,92.86,59.43,97.86,1,single_trip
11378663,54191,1597654,5,7,compact,2024-01-25 03:20:03,2024-04-01 00:14:36,2024-02-20 08:43:55.231512,17.229891112743445,4.8417274795189265,68.8,152.2,63.28,1,multi_trip
9029167,45194,13662695,5,6,economy,2024-04-23 22:48:27,2024-05-08 13:52:52,2024-05-25 23:57:34.587750,5.5609596756667745,6.822540508153052,150.22,66.39,87.49,1,frequent_renter
13832958,7555,13786059,5,4,suv,2024-08-21 17:41:29,2024-01-21 17:40:55,2024-12-11 13:17:09.112856,27.569595009627022,10.793464360158447,68.82,96.87,159.25,1,frequent_renter
9640045,54983,15520452,4,6,compact,2024-04-02 04:57:09,2024-01-31 17:50:48,2024-01-08 15:38:03.389774,8.484047024927804,6.181247643421177,43.69,39.07,32.51,1,single_trip
2343304,15833,6370727,3,18,luxury,2024-02-10 09:35:38,2024-01-05 09:32:41,2024-01-02 11:10:14.743943,3.0941097253407945,16.27597679318082,167.84,281.58,75.15,1,multi_trip
1397096,21553,12110223,5,24,luxury,2024-12-09 16:19:49,2024-06-10 01:03:51,2024-07-13 00:00:57.046523,32.57561696443086,4.010355047939993,238.25,176.71,51.58,1,frequent_renter
16533338,19003,11595080,5,11,compact,2024-01-05 02:00:00,2024-11-27 20:03:57,2024-01-10 23:22:57.312296,8.219266322082452,6.668465914244453,50.98,38.0,72.48,1,frequent_renter
15754808,20016,810070,5,4,compact,2025-01-01 21:00:32,2024-11-09 19:42:36,2024-11-16 18:02:22.952665,10.152220289884234,9.036438004818024,178.71,66.36,221.88,1,frequent_renter
7752604,17225,11935423,3,10,suv,2024-02-28 04:05:06,2024-05-15 22:22:42,2024-01-02 11:10:14.743943,32.50250578072856,6.694446373462431,43.23,64.99,50.86,1,single_trip
11660934,24345,1218756,1,23,suv,2024-08-10 12:04:05,2024-08-21 12:24:02,2024-05-03 08:14:31.372123,259.12917899263437,8.216607128277195,62.52,66.55,142.34,1,frequent_renter
10069007,25846,5292559,5,18,economy,2024-03-12 03:22:37,2024-12-15 02:51:27,2024-03-27 21:46:22.145020,113.94301330067347,9.97348007752629,44.24,34.65,43.99,1,multi_trip
3298617,12825,13197283,5,7,economy,2024-10-06 06:10:08,2024-06-02 10:33:20,2024-01-02 11:10:14.743943,18.386748105046273,6.868864748669676,34.65,34.65,58.8,1,multi_trip
9175825,18003,16147629,5,1,economy,2024-01-05 02:00:00,2024-01-20 08:09:22,2024-01-02 11:10:14.743943,53.48054455628868,3.4200612173458267,34.65,34.65,49.36,1,frequent_renter
13993186,34776,16233530,3,5,compact,2024-01-30 00:44:37,2024-02-29 00:48:03,2024-03-09 09:17:48.208124,100.65765919506852,1.0055555555555555,97.07,61.0,40.55,1,multi_trip
12034835,31054,14038592,5,19,luxury,2024-07-29 07:57:52,2024-12-17 15:34:30,2024-03-15 01:28:08.380890,27.26927613898995,2.9314102679240652,145.22,66.82,38.33,1,frequent_renter
3055044,16500,3146081,1,14,economy,2024-01-06 00:26:37,2024-06-12 05:45:49,2024-01-02 11:10:14.743943,0.000405265302965,5.222653646981701,53.47,50.97,47.18,1,multi_trip
4822786,783,8252027,5,17,luxury,2024-05-05 03:03:41,2024-09-20 01:59:35,2024-01-02 11:10:14.743943,5.178493400643104,19.5376686737026,44.74,55.09,93.39,1,single_trip
12448390,11639,16116471,5,17,suv,2024-10-15 04:36:54,2024-11-06 19:20:54,2024-10-13 22:34:57.422345,27.674507689741045,5.272348782993895,37.06,94.77,50.07,1,multi_trip
3714444,31043,10478836,3,9,luxury,2024-01-05 02:00:00,2024-02-01 21:56:40,2024-01-08 07:14:02.876822,24.048003660402465,5.269185950153412,106.16,152.0,198.22,1,multi_trip
11246588,41150,5038660,2,10,luxury,2024-06-27 00:57:07,2024-10-13 07:58:21,2024-03-13 01:22:21.848605,89.16459639927959,4.1958150674654595,232.5,76.78,139.17,1,frequent_renter
8489189,29299,13502282,5,18,compact,2024-10-10 16:31:35,2024-12-10 22:09:38,2024-10-19 16:35:59.272125,3.2440208694875707,1.6211816564514407,42.61,50.87,61.96,1,frequent_renter
3622291,56851,11148222,2,19,economy,2024-08-01 02:52:37,2024-03-22 22:08:11,2024-07-07 19:45:25.984707,16.639504720273294,1.1298337469596997,63.36,48.1,77.37,1,frequent_renter
11156302,45638,15547466,5,19,compact,2024-01-05 02:00:00,2024-01-21 20:45:59,2024-01-02 11:10:14.743943,27.455330140653594,15.20119465158932,39.3,34.65,77.07,1,multi_trip
15108844,14214,12249827,3,19,suv,2024-09-03 03:26:45,2024-04-20 17:13:14,2024-04-17 01:53:29.982154,25.80409724024847,18.145421196610783,134.17,129.08,73.69,1,frequent_renter
7809481,25490,6100491,2,8,compact,2025-01-23 22:00:00,2024-07-06 14:37:07,2025-01-06 13:00:21.733732,14.941700259378644,23.396820467289384,53.12,179.91,54.34,1,multi_trip
8927754,48507,15494335,3,21,economy,2024-05-12 07:20:20,2024-03-09 14:33:02,2024-01-02 11:10:14.743943,126.94733365117746,4.3693696901211965,34.65,34.65,50.79,1,single_trip
793733,46982,10931094,5,14,economy,2024-10-04 19:35:52,2024-12-10 08:47:55,2024-06-24 10:56:36.555496,97.24667366002758,3.2363969312369236,36.18,50.84,50.1,1,frequent_renter
13908483,8662,2843690,5,6,compact,2024-02-03 19:09:21,2024-03-11 05:04:55,2024-03-12 03:28:22.031815,22.85183305749547,6.0673542459113365,102.29,64.96,107.95,1,frequent_renter
10717586,3150,11064258,1,7,economy,2024-01-05 02:00:00,2024-03-11 13:26:26,2024-06-06 00:55:42.628283,86.78936830374661,3.4095129364494916,68.36,34.65,40.35,1,multi_trip
10511918,16591,14527782,3,4,suv,2024-04-15 11:51:35,2024-04-02 06:15:55,2024-08-26 08:24:40.563333,0.000405265302965,23.96292637221289,146.63,118.21,90.43,1,multi_trip
14239005,495,7429355,1,6,suv,2024-01-05 02:00:00,2024-02-04 10:12:57,2024-01-02 11:10:14.743943,245.10268925102037,3.9947063204053728,61.85,80.91,86.69,1,single_trip
16422466,40396,7968211,2,5,suv,2025-01-08 08:59:57,2024-12-18 21:05:40,2024-02-19 03:09:28.836440,35.78183392609286,5.5874508356807855,234.6,172.85,192.44,1,multi_trip
7190571,35054,10010519,5,20,economy,2024-01-14 19:18:28,2024-01-02 10:52:00,2024-01-02 11:10:14.743943,46.030686506318375,3.7769213981126306,40.58,37.45,54.01,1,multi_trip
12642163,36629,13580662,5,4,compact,2025-01-23 22:00:00,2024-12-27 10:18:00,2024-09-04 21:59:19.568417,32.3219506299078,9.539692258494702,53.96,77.69,35.39,1,frequent_renter
11126860,36658,12832606,5,7,luxury,2024-08-28 13:12:06,2024-06-02 23:47:29,2024-09-26 11:19:56.986873,31.049492395400176,1.0055555555555555,201.42,260.53,172.47,1,frequent_renter
2463848,16482,588098,5,23,luxury,2024-01-16 19:00:15,2024-01-28 08:40:27,2024-01-02 15:35:22.581947,22.907639034133403,15.274540746728658,61.32,49.94,46.17,1,multi_trip
15050340,12980,14725855,5,18,economy,2024-02-18 22:00:44,2024-03-06 12:15:50,2024-05-17 08:21:00.474636,221.88381309501443,10.33165387798297,56.84,72.4,74.63,1,frequent_renter
14084511,32542,12871561,5,14,economy,2024-02-24 20:40:52,2024-01-02 10:52:00,2024-01-10 11:57:10.023211,34.11123033425885,29.78929335511144,50.89,75.73,65.95,1,multi_trip
9714876,55793,11689653,5,14,economy,2024-10-04 18:51:29,2024-09-21 05:57:31,2025-01-06 13:00:21.733732,4.0301151324584294,5.980743877828259,61.66,64.53,65.0,1,frequent_renter
2994419,50942,4009349,5,21,compact,2024-12-30 19:56:45,2024-12-27 10:18:00,2024-09-02 11:51:14.777871,506.4863867579416,8.985521102321952,65.52,97.71,32.36,1,frequent_renter
4131196,43053,109798,2,7,luxury,2024-10-15 13:02:15,2024-06-21 08:33:19,2024-07-27 23:03:29.048291,28.89594092475406,13.451591499060047,111.83,254.89,210.77,1,frequent_renter
3882349,51549,13164930,5,21,luxury,2024-04-26 02:46:02,2024-09-15 03:31:49,2024-04-02 01:14:29.456795,2.9057411611637285,1.6012238026246957,219.06,158.51,228.93,1,frequent_renter
11739817,23966,11148762,5,24,luxury,2024-10-25 13:25:02,2024-12-27 10:18:00,2024-11-09 22:16:51.964011,25.847556582484657,9.875784738753342,180.76,243.99,259.86,1,frequent_renter
16448055,23964,57779,5,21,economy,2024-01-05 02:00:00,2024-01-07 16:55:38,2024-01-02 11:10:14.743943,3.011302498091732,1.3665906706982476,35.17,34.65,32.36,1,multi_trip
10846418,32674,16448102,5,1,economy,2024-08-04 08:51:08,2024-02-20 10:08:06,2024-09-07 13:43:08.643696,11.67041343420982,30.154393462453697,120.63,92.54,216.04,1,multi_trip
11843308,45026,12130585,2,9,luxury,2024-01-28 19:12:02,2024-02-05 09:14:21,2024-05-23 22:47:42.058689,0.000405265302965,1.0055555555555555,61.13,97.18,73.69,1,multi_trip
3831926,26150,13305632,5,13,luxury,2024-03-06 19:48:27,2024-01-27 13:36:42,2024-04-11 15:10:13.318183,6.394444386841635,3.141466928574448,46.38,34.96,72.51,1,frequent_renter
16646267,9096,11937624,3,13,economy,2024-01-28 16:18:32,2024-01-17 01:42:20,2024-03-05 16:24:08.618236,4.762421873493205,5.206095268080027,34.65,49.63,33.65,1,multi_trip
13474840,10357,6093132,1,3,compact,2024-01-05 02:00:00,2024-01-02 10:52:00,2024-01-28 07:03:50.840846,0.000405265302965,13.36298631484828,72.16,62.85,116.78,1,multi_trip
15712140,9899,15317973,4,17,economy,2024-01-05 02:00:00,2024-01-02 10:52:00,2024-01-02 11:10:14.743943,28.548849652044552,1.700498531842353,205.24,59.67,104.86,1,multi_trip
5816063,45584,5967877,5,6,economy,2024-10-20 02:38:48,2024-12-27 10:18:00,2024-11-27 15:15:37.110858,11.287518375991361,1.0713035112317566,49.73,51.09,48.83,1,frequent_renter
4441653,56388,1027223,5,6,luxury,2025-01-06 17:56:58,2024-12-13 04:37:54,2025-01-06 13:00:21.733732,4.53687142535202,33.32127870692759,53.69,70.25,106.85,1,frequent_renter
12557581,25638,3791586,5,1,economy,2024-07-04 12:27:15,2024-03-06 04:54:22,2024-11-08 19:23:46.493133,5.525629785167344,11.003726789421732,145.44,105.66,98.9,1,multi_trip
11549524,17055,15925812,5,9,economy,2024-01-25 09:18:08,2024-02-28 13:56:33,2024-01-11 21:28:25.241012,229.58864422919623,1.0055555555555555,59.28,34.84,37.24,1,multi_trip
16398047,51046,12555365,2,12,suv,2024-06-11 04:37:39,2024-06-07 21:31:48,2024-09-22 08:35:52.050136,10.013875476075295,1.8001176053539076,36.33,61.46,57.23,1,single_trip
4686100,30884,4012795,5,12,luxury,2024-09-27 18:52:25,2024-08-06 02:00:10,2024-05-19 05:11:13.668503,193.53809063424276,5.080552902573903,58.27,110.53,236.12,1,frequent_renter
12318624,32923,15660998,5,8,economy,2024-01-05 02:00:00,2024-08-07 21:04:07,2024-01-02 11:10:14.743943,38.07045229770369,1.0055555555555555,64.26,34.65,55.79,1,single_trip
16528764,12593,6519682,5,8,compact,2024-02-16 04:34:09,2024-12-27 10:18:00,2024-03-09 23:23:24.667507,38.03272801275787,5.550857365083557,50.73,34.65,63.7,1,frequent_renter
6263701,38772,3029627,2,2,luxury,2024-04-23 14:46:05,2024-04-25 09:39:49,2024-05-19 08:20:10.738206,40.9924089016886,1.0055555555555555,245.14,192.95,114.63,1,frequent_renter
12948129,27691,14019436,5,13,compact,2024-06-15 17:51:32,2024-12-24 03:14:06,2024-10-19 14:45:32.087862,5.3918501332382585,11.565056617044785,41.56,63.82,53.43,1,frequent_renter
16112744,3298,3611938,5,3,economy,2024-04-26 13:01:52,2024-02-22 02:48:07,2024-06-10 11:51:50.682924,230.98461396363768,6.580149320627772,107.06,40.53,35.71,1,multi_trip
3937421,38845,11768681,5,7,compact,2024-08-13 20:33:36,2024-01-02 10:52:00,2024-01-02 11:10:14.743943,35.460274102528494,19.546114776103433,50.24,105.77,55.34,1,multi_trip
15564318,9743,13182693,2,14,economy,2024-01-05 02:00:00,2024-01-02 10:52:00,2024-01-02 11:10:14.743943,109.44905680817955,1.7899373973653008,61.12,53.81,45.98,1,single_trip
10368027,43633,4292777,5,1,luxury,2024-06-27 09:41:37,2024-09-04 05:31:38,2024-07-18 15:21:05.448799,32.64660229010573,6.296212099755772,102.75,159.89,94.24,1,frequent_renter
9496769,9156,14936891,5,7,economy,2024-01-05 02:00:00,2024-01-02 10:52:00,2024-02-27 14:25:50.869986,9.862211213722976,2.9613789666343537,91.71,54.0,68.87,1,multi_trip
7186820,2081,9545099,1,15,economy,2024-01-05 02:00:00,2024-01-23 19:14:27,2024-07-28 08:47:20.780682,2.7365519222020502,21.221398241675033,107.91,137.97,52.8,1,single_trip
12701286,48138,8598109,3,21,luxury,2024-05-17 11:14:05,2024-10-14 14:23:30,2024-05-19 22:34:00.048459,55.93712419533233,1.0055555555555555,79.76,41.08,45.99,1,frequent_renter
5357920,43269,3275714,5,8,suv,2024-01-27 07:30:02,2024-09-13 17:46:53,2024-10-28 19:43:17.786737,0.000405265302965,1.1366425618130895,167.35,125.7,43.71,1,multi_trip
15527498,36876,600895,5,15,economy,2024-11-03 09:28:07,2024-12-27 10:18:00,2025-01-06 13:00:21.733732,28.079060587639276,1.0055555555555555,84.22,43.52,81.68,1,frequent_renter
7779537,55693,15583322,5,4,luxury,2024-02-13 08:46:46,2024-12-03 22:25:40,2025-01-04 14:26:50.652729,36.98097297420563,14.468893640487282,76.05,272.36,113.32,1,frequent_renter
10511761,22045,5390628,5,10,compact,2024-11-06 03:12:06,2024-12-20 11:26:15,2024-12-22 11:34:13.933969,109.69975990339404,12.022377609140829,53.97,34.65,78.54,1,frequent_renter
14805546,35123,8106769,4,5,luxury,2024-12-06 21:46:01,2024-07-02 14:30:59,2024-07-28 23:33:24.547684,12.919347974375968,4.608549130584791,74.94,233.39,96.25,1,frequent_renter
14186162,7953,1635300,5,8,economy,2024-01-11 17:02:36,2024-12-27 10:18:00,2024-08-29 22:16:34.001729,92.65714308190653,8.96049500057201,41.8,34.65,40.27,1,multi_trip
10034462,20378,4136268,5,21,suv,2024-11-11 03:34:39,2024-05-28 16:07:21,2024-10-06 18:46:28.353239,27.65653484691559,10.667996964600169,63.89,113.69,45.74,1,multi_trip
8636024,8299,9392160,4,7,economy,2024-02-02 03:34:18,2024-01-02 10:52:00,2024-01-02 11:10:14.743943,23.92078269151073,3.689515950199445,158.65,118.45,176.28,1,multi_trip
1834477,48055,7113440,4,24,economy,2024-01-05 04:12:42,2024-01-02 10:52:00,2024-07-02 15:53:01.406743,0.000405265302965,14.3758920942233,35.69,34.65,41.02,1,frequent_renter
2345904,45303,9375977,5,24,luxury,2024-06-09 17:27:33,2024-08-12 01:17:15,2024-10-06 11:54:24.900898,26.67748468172126,40.02462676207604,121.91,94.15,48.4,1,frequent_renter
11628268,25766,6712913,5,13,luxury,2024-01-05 02:00:00,2024-02-04 04:47:16,2024-04-18 00:38:46.240865,290.85426862019375,17.74826881256624,224.32,198.99,97.4,1,multi_trip
1417804,28665,9631191,5,24,economy,2024-01-05 02:00:00,2024-01-02 10:52:00,2024-01-02 11:10:14.743943,33.47518806688141,1.8637590114028226,45.3,38.99,74.4,1,frequent_renter
15911839,46563,4130765,1,6,suv,2024-10-20 07:49:13,2024-12-27 10:18:00,2024-10-13 02:22:57.755813,2.0859294086658693,3.977146315224221,63.66,79.56,183.16,1,multi_trip
6956792,9992,5541019,1,20,suv,2024-07-13 04:14:57,2024-03-21 03:50:47,2024-05-23 14:16:19.218796,0.7383339534719593,1.0665793194464412,174.62,152.62,281.76,1,multi_trip
7291059,5841,3243146,5,1,compact,2024-04-12 14:51:37,2024-05-05 22:15:43,2024-08-24 08:28:25.577503,324.48384946874415,4.168366688620191,87.03,68.76,132.18,1,multi_trip
13031842,5440,14881779,5,23,suv,2024-01-18 22:04:04,2024-06-18 16:37:27,2024-01-18 17:46:35.078299,25.13343045686485,9.462070276764148,89.74,214.8,121.25,1,multi_trip
12279025,7289,16394699,5,18,compact,2024-05-02 09:45:22,2024-05-05 10:41:57,2024-04-12 14:18:05.385181,30.827400164514778,19.14524853702254,42.68,47.23,74.04,1,multi_trip
5796916,56476,3259504,5,6,luxury,2024-11-18 22:12:49,2024-11-08 02:21:48,2024-10-05 14:14:32.706289,36.16315221813759,3.421654073908721,158.21,83.42,202.72,1,frequent_renter
2826877,2809,5410441,5,20,suv,2024-01-05 02:00:00,2024-04-25 18:04:49,2024-01-02 11:10:14.743943,1.8868273604323904,8.263664273333804,35.05,38.21,97.55,1,multi_trip
15953347,41410,3810743,3,21,luxury,2024-07-11 00:31:27,2024-01-30 02:49:27,2024-02-23 19:07:01.154382,21.736278481202632,4.177704368810608,157.42,190.57,130.38,1,multi_trip
4840594,26588,16772182,5,10,luxury,2024-08-18 07:19:43,2024-12-05 13:14:59,2025-01-06 13:00:21.733732,5.880443513312184,6.447877642285739,88.01,62.62,277.01,1,frequent_renter
14097106,12404,15524700,5,1,luxury,2024-07-11 11:32:05,2024-12-27 10:18:00,2025-01-06 13:00:21.733732,83.07629191659674,4.39246306345397,83.82,89.02,86.45,1,frequent_renter
1038557,20202,4015888,2,8,luxury,2024-07-01 14:05:22,2024-06-27 01:26:58,2024-07-12 18:23:44.731902,18.927441188989185,7.899736835437007,149.61,243.87,137.42,1,frequent_renter
2066578,3680,7527149,1,17,luxury,2024-02-15 08:05:54,2024-01-02 10:52:00,2024-08-15 19:31:43.076441,21.469411026640362,2.6536247155673354,86.72,79.45,67.79,1,single_trip
6352705,37395,12021494,5,2,suv,2024-12-08 17:19:57,2024-12-27 10:18:00,2024-03-24 15:14:45.403859,4.745305898931612,5.24736434277712,34.65,112.13,54.1,1,frequent_renter
3140971,2292,11404991,5,22,economy,2025-01-23 22:00:00,2024-12-27 10:18:00,2024-12-20 07:54:51.466958,29.115847364632835,10.413922521548493,44.6,48.42,49.46,1,frequent_renter
4907169,10022,5375575,5,19,economy,2024-01-05 02:00:00,2024-03-11 19:24:16,2024-01-02 11:10:14.743943,176.94380507488086,5.249327124972519,41.24,34.65,35.25,1,multi_trip
