booking_id,search_id,user_id,supplier_id,location_id,car_class,pickup_date,search_ts,booking_ts,booking_delay_hours,days_until_pickup,search_price,booked_price,competitor_price,price_rank,user_segment
16,1417,19978,5,9,suv,2024-01-19 03:00:00,2024-01-05 14:00:00,2024-01-05 14:07:52.412544,0.13122570653096913,13.541666666666666,86.61,86.61,86.61,1,frequent_renter
17,1419,19978,4,19,economy,2024-01-28 09:00:00,2024-01-05 14:04:00,2024-01-05 15:37:48.005400,1.5633348331996781,22.788888888888888,45.07,45.07,45.07,1,frequent_renter
18,1029,19988,4,21,compact,2024-01-14 20:00:00,2024-01-02 18:41:00,2024-01-05 18:44:13.345385,72.05370705148349,12.05486111111111,57.73,57.73,57.73,1,frequent_renter
19,1551,19805,5,15,luxury,2024-01-14 17:00:00,2024-01-06 09:35:00,2024-01-06 10:08:49.393565,0.5637204346573157,8.309027777777779,99.6,99.6,99.6,1,frequent_renter
20,1314,19974,4,6,suv,2024-01-11 11:00:00,2024-01-04 20:15:00,2024-01-06 19:52:00.089435,47.61669150973505,6.614583333333333,92.02,92.02,92.02,1,frequent_renter
21,1555,19805,3,2,compact,2024-01-20 06:00:00,2024-01-06 09:53:00,2024-01-06 20:32:40.796380,10.661332327800867,13.838194444444444,60.71,60.71,60.71,1,frequent_renter
22,1221,19098,4,22,economy,2024-01-12 08:00:00,2024-01-04 07:03:00,2024-01-07 00:33:42.728046,65.51186890166306,8.039583333333333,43.1,43.1,43.1,1,multi_trip
23,1552,19926,4,14,suv,2024-01-27 13:00:00,2024-01-06 09:41:00,2024-01-07 09:22:29.495338,23.69152648275389,21.138194444444444,64.26,64.26,64.26,1,frequent_renter
24,1770,16327,2,15,suv,2024-01-21 15:00:00,2024-01-07 16:22:00,2024-01-07 16:29:40.893935,0.12802609313634372,13.943055555555556,68.99,68.99,68.99,1,single_trip
25,1819,18587,2,17,suv,2024-01-11 15:00:00,2024-01-07 19:32:00,2024-01-07 19:34:26.640404,0.04073344544986747,3.811111111111111,127.11,127.11,127.11,1,multi_trip
26,1822,18878,3,2,compact,2024-01-20 06:00:00,2024-01-07 19:51:00,2024-01-07 20:01:03.535358,0.16764871049669391,12.422916666666667,60.71,60.71,60.71,1,multi_trip
27,1829,18892,3,8,compact,2024-01-12 23:00:00,2024-01-07 20:24:00,2024-01-07 20:52:59.600998,0.48322249946957696,5.108333333333333,62.93,62.93,52.67,1,multi_trip
28,1851,19815,5,4,compact,2024-01-14 05:00:00,2024-01-07 21:18:00,2024-01-07 21:23:00.112178,0.08336449381532125,6.320833333333334,40.19,40.19,40.19,1,frequent_renter
29,1849,19815,3,18,economy,2024-01-30 15:00:00,2024-01-07 21:17:00,2024-01-07 21:32:45.299283,0.2625831341347873,22.738194444444446,52.5,52.5,52.5,1,frequent_renter
30,1847,19815,4,3,compact,2024-01-13 16:00:00,2024-01-07 21:12:00,2024-01-07 21:35:05.696676,0.3849157432320785,5.783333333333333,55.48,55.48,55.48,1,frequent_renter
31,1738,19951,5,2,suv,2024-02-05 00:00:00,2024-01-07 13:29:00,2024-01-08 01:03:05.000228,11.568055618816464,28.438194444444445,64.17,64.17,64.17,1,frequent_renter
32,1707,19571,5,9,suv,2024-01-19 03:00:00,2024-01-07 10:04:00,2024-01-08 01:53:42.516424,15.828476784550407,11.705555555555556,86.61,86.61,86.61,1,multi_trip
33,1218,19919,5,1,economy,2024-01-08 19:00:00,2024-01-03 23:44:00,2024-01-08 15:00:00.000000,111.26666666666667,4.802777777777778,57.02,57.02,57.02,1,frequent_renter
34,1874,18745,3,3,suv,2024-01-21 05:00:00,2024-01-08 09:02:00,2024-01-08 20:36:23.677161,11.573243655787646,12.831944444444444,66.64,66.64,66.64,1,multi_trip
35,2008,17807,2,5,luxury,2024-02-09 05:00:00,2024-01-08 22:49:00,2024-01-08 23:08:00.163097,0.3167119713512324,31.257638888888888,177.17,177.17,177.17,1,single_trip
36,1545,19805,1,17,compact,2024-01-20 09:00:00,2024-01-06 09:26:00,2024-01-09 11:23:15.377228,73.95427145216635,13.981944444444444,58.39,58.39,58.39,1,frequent_renter
37,1587,19458,2,5,compact,2024-01-30 17:00:00,2024-01-06 12:46:00,2024-01-09 14:24:38.447630,73.64401323059562,24.176388888888887,81.33,81.33,81.33,1,multi_trip
38,2113,19247,5,8,luxury,2024-01-28 10:00:00,2024-01-09 16:12:00,2024-01-09 16:27:54.325457,0.2650904047965749,18.741666666666667,87.93,87.93,87.93,1,multi_trip
39,1973,19995,4,1,luxury,2024-01-22 15:00:00,2024-01-08 19:18:00,2024-01-09 16:30:26.275292,21.207298692276975,13.820833333333333,164.11,164.11,164.11,1,frequent_renter
40,1972,19995,2,18,compact,2024-01-23 10:00:00,2024-01-08 19:11:00,2024-01-09 17:55:10.525415,22.73625705981555,14.61736111111111,62.53,62.53,62.53,1,frequent_renter
41,2115,19158,1,9,luxury,2024-02-04 00:00:00,2024-01-09 17:08:00,2024-01-09 18:50:52.101823,1.7144727286321109,25.28611111111111,157.11,157.11,157.11,1,multi_trip
42,1520,19749,5,10,compact,2024-01-12 17:00:00,2024-01-06 04:53:00,2024-01-09 19:36:51.639858,86.73101107169413,6.504861111111111,42.38,42.38,42.38,1,multi_trip
43,1042,19540,5,15,luxury,2024-01-14 17:00:00,2024-01-02 19:29:00,2024-01-09 23:44:44.546654,172.2623740705592,11.896527777777777,99.6,99.6,99.6,1,multi_trip
44,2183,19055,2,2,economy,2024-01-17 12:00:00,2024-01-09 22:27:00,2024-01-10 04:48:46.761364,6.362989267657672,7.564583333333333,62.48,62.48,62.48,1,multi_trip
45,2170,19555,2,15,compact,2024-01-21 14:00:00,2024-01-09 21:05:00,2024-01-10 10:05:51.910625,13.014419618088418,11.70486111111111,51.65,51.65,51.65,1,multi_trip
46,2225,19908,2,20,economy,2024-01-15 02:00:00,2024-01-10 10:09:00,2024-01-10 10:25:16.973475,0.27138152094875,4.660416666666666,45.13,45.13,45.13,1,frequent_renter
47,2227,19908,3,18,economy,2024-01-30 15:00:00,2024-01-10 10:15:00,2024-01-10 10:35:49.735659,0.34714879424102224,20.197916666666668,52.5,52.5,52.5,1,frequent_renter
48,2241,19826,4,8,economy,2024-01-17 03:00:00,2024-01-10 12:13:00,2024-01-10 12:15:27.422674,0.040950742872092584,6.615972222222222,45.18,45.18,45.18,1,frequent_renter
49,1690,18417,5,16,suv,2024-01-27 20:00:00,2024-01-07 08:27:00,2024-01-10 12:20:47.330280,75.89648063327233,20.48125,69.39,69.39,69.39,1,multi_trip
50,2231,19908,2,20,economy,2024-01-15 02:00:00,2024-01-10 10:47:00,2024-01-10 13:28:46.483612,2.696245447643789,4.634027777777778,45.13,45.13,45.13,1,frequent_renter
51,2268,18455,5,21,luxury,2024-01-14 02:00:00,2024-01-10 17:43:00,2024-01-10 18:07:46.558190,0.4129328305770552,3.345138888888889,105.37,105.37,105.37,1,multi_trip
52,2275,18623,2,4,suv,2024-01-20 03:00:00,2024-01-10 19:31:00,2024-01-10 19:36:37.279540,0.09368876098473504,9.311805555555555,70.19,70.19,66.0,1,multi_trip
53,1093,19956,3,4,suv,2024-01-11 01:00:00,2024-01-03 09:57:00,2024-01-10 21:00:00.000000,179.05,7.627083333333333,82.56,82.56,82.56,1,frequent_renter
54,2230,19607,5,18,suv,2024-01-26 00:00:00,2024-01-10 10:40:00,2024-01-11 04:14:46.524515,17.579590142916896,15.555555555555555,71.42,71.42,71.42,1,multi_trip
55,1835,20000,2,5,compact,2024-01-30 17:00:00,2024-01-07 20:41:00,2024-01-11 05:20:23.783677,80.65660657684387,22.846527777777776,81.33,81.33,81.33,1,frequent_renter
56,1338,19443,5,7,economy,2024-01-12 15:00:00,2024-01-04 22:56:00,2024-01-11 05:59:18.424231,151.0551178418783,7.669444444444444,37.09,37.09,37.09,1,multi_trip
57,1742,18391,4,7,suv,2024-01-17 21:00:00,2024-01-07 13:54:00,2024-01-11 07:39:19.393154,89.75538698735822,10.295833333333333,88.39,88.39,54.07,1,single_trip
58,2348,19864,5,10,suv,2024-02-16 05:00:00,2024-01-11 08:24:00,2024-01-11 08:27:41.424232,0.0615067311546062,35.858333333333334,71.74,71.74,71.74,1,frequent_renter
59,2366,19758,4,8,economy,2024-01-17 03:00:00,2024-01-11 11:28:00,2024-01-11 11:37:10.671930,0.15296442493462478,5.647222222222222,45.18,45.18,45.18,1,multi_trip
60,1554,19805,5,2,suv,2024-02-05 00:00:00,2024-01-06 09:50:00,2024-01-11 11:54:04.503666,122.06791768504893,29.59027777777778,64.17,64.17,64.17,1,frequent_renter
61,1933,19302,5,18,suv,2024-01-26 00:00:00,2024-01-08 14:29:00,2024-01-11 12:22:25.023454,69.89028429290113,17.396527777777777,71.42,71.42,71.42,1,multi_trip
62,2294,19583,3,13,suv,2024-01-29 02:00:00,2024-01-10 20:17:00,2024-01-11 14:48:35.761504,18.52660041784368,18.238194444444446,89.93,89.93,89.93,1,multi_trip
63,2431,19034,5,19,economy,2024-01-29 00:00:00,2024-01-11 17:18:00,2024-01-11 17:21:43.067404,0.061963167913828845,17.279166666666665,37.45,37.45,37.72,1,multi_trip
64,2433,19034,3,1,suv,2024-01-14 21:00:00,2024-01-11 17:21:00,2024-01-11 17:44:55.537905,0.3987605292207814,3.152083333333333,125.42,125.42,125.42,1,multi_trip
65,2484,19139,4,14,suv,2024-01-27 13:00:00,2024-01-11 20:46:00,2024-01-11 20:53:57.354372,0.13259843659208823,15.676388888888889,64.26,64.26,64.26,1,multi_trip
66,2503,17790,5,21,luxury,2024-01-14 02:00:00,2024-01-11 22:58:00,2024-01-11 23:02:21.169774,0.07254715939781793,2.126388888888889,105.37,105.37,105.37,1,single_trip
67,1274,18979,5,20,luxury,2024-01-23 15:00:00,2024-01-04 16:00:00,2024-01-12 03:41:40.256112,179.69451558671858,18.958333333333332,123.16,123.16,123.16,1,multi_trip
68,1860,18775,4,19,economy,2024-01-28 09:00:00,2024-01-07 23:32:00,2024-01-12 08:36:17.028244,105.07139673433174,20.394444444444446,45.07,45.07,45.07,1,multi_trip
69,1813,17666,5,5,economy,2024-01-12 14:00:00,2024-01-07 19:10:00,2024-01-12 10:00:00.000000,110.83333333333333,4.784722222222222,51.35,51.35,51.35,1,single_trip
70,1592,19458,5,5,economy,2024-01-12 14:00:00,2024-01-06 12:56:00,2024-01-12 10:00:00.000000,141.06666666666666,6.044444444444444,51.35,51.35,51.35,1,multi_trip
71,2444,18058,5,13,economy,2024-01-15 03:00:00,2024-01-11 17:48:00,2024-01-12 10:02:40.279299,16.244522027508125,3.3833333333333333,46.55,46.55,46.55,1,single_trip
72,2534,18503,1,15,economy,2024-01-19 08:00:00,2024-01-12 12:15:00,2024-01-12 12:21:01.481757,0.10041159912835676,6.822916666666667,48.25,48.25,48.25,1,multi_trip
73,1971,19995,5,10,compact,2024-01-12 17:00:00,2024-01-08 19:06:00,2024-01-12 13:00:00.000000,89.9,3.9125,42.38,42.38,42.38,1,frequent_renter
74,2356,19927,5,10,compact,2024-01-12 17:00:00,2024-01-11 09:29:00,2024-01-12 13:00:00.000000,27.516666666666666,1.3131944444444446,42.38,42.38,42.38,1,frequent_renter
75,2539,19819,1,3,economy,2024-01-28 14:00:00,2024-01-12 12:54:00,2024-01-12 13:26:03.746361,0.534373989123984,16.045833333333334,43.76,43.76,43.76,1,frequent_renter
76,2365,18704,4,21,compact,2024-01-14 20:00:00,2024-01-11 11:22:00,2024-01-12 14:26:34.548361,27.076263433666153,3.359722222222222,57.73,57.73,44.79,1,multi_trip
77,2588,18045,4,3,luxury,2024-01-27 23:00:00,2024-01-12 18:01:00,2024-01-12 18:07:47.602502,0.11322291708412628,15.207638888888889,133.69,133.69,133.69,1,single_trip
78,2182,19303,1,17,luxury,2024-01-21 11:00:00,2024-01-09 22:25:00,2024-01-12 20:56:13.290544,70.5203584845062,11.524305555555555,136.28,136.28,136.28,1,multi_trip
79,2633,19952,4,14,suv,2024-01-27 13:00:00,2024-01-12 23:23:00,2024-01-12 23:24:20.886646,0.02246851268779878,14.567361111111111,64.26,64.26,64.26,1,frequent_renter
80,2646,19864,3,9,economy,2024-01-25 15:00:00,2024-01-13 06:45:00,2024-01-13 06:54:00.299207,0.15008311301337127,12.34375,54.91,54.91,45.42,1,frequent_renter
81,2574,18579,1,17,economy,2024-01-14 16:00:00,2024-01-12 16:53:00,2024-01-13 10:06:32.957019,17.225821394094574,1.9631944444444445,68.17,68.17,68.17,1,multi_trip
82,2687,19410,3,21,luxury,2024-01-29 03:00:00,2024-01-13 10:57:00,2024-01-13 11:12:11.090323,0.25308064527241914,15.66875,180.78,180.78,105.37,1,multi_trip
83,2632,19952,5,12,economy,2024-01-14 15:00:00,2024-01-12 23:17:00,2024-01-13 11:47:04.599936,12.501277759974942,1.6548611111111111,43.16,43.16,35.33,1,frequent_renter
84,2711,19069,1,22,suv,2024-01-23 03:00:00,2024-01-13 14:28:00,2024-01-13 15:58:24.402092,1.5067783589625614,9.522222222222222,80.89,80.89,80.89,1,multi_trip
85,2709,19509,1,17,luxury,2024-01-21 11:00:00,2024-01-13 14:18:00,2024-01-13 17:49:14.798359,3.5207773219023704,7.8625,136.28,136.28,136.28,1,multi_trip
86,2783,18525,3,21,compact,2024-01-27 10:00:00,2024-01-13 20:59:00,2024-01-13 21:48:57.445650,0.8326237915326069,13.542361111111111,63.34,63.34,44.79,1,multi_trip
87,1966,18405,1,24,compact,2024-01-20 18:00:00,2024-01-08 19:00:00,2024-01-13 23:54:00.846256,124.90023507117185,11.958333333333334,59.3,59.3,59.3,1,multi_trip
88,2085,19459,5,4,compact,2024-01-14 05:00:00,2024-01-09 12:23:00,2024-01-14 01:00:00.000000,108.61666666666666,4.692361111111111,40.19,40.19,40.19,1,multi_trip
89,2549,17284,1,17,compact,2024-01-20 09:00:00,2024-01-12 13:51:00,2024-01-14 01:15:21.226499,35.405896249822305,7.797916666666667,58.39,58.39,58.39,1,single_trip
90,2351,19927,1,9,luxury,2024-02-04 00:00:00,2024-01-11 09:15:00,2024-01-14 03:41:38.861423,66.44412817315299,23.614583333333332,157.11,157.11,157.11,1,frequent_renter
91,2722,16091,3,1,suv,2024-01-14 21:00:00,2024-01-13 15:32:00,2024-01-14 11:45:27.030261,20.224175072497975,1.2277777777777779,125.42,125.42,125.42,1,single_trip
92,2368,19472,5,15,luxury,2024-01-14 17:00:00,2024-01-11 12:00:00,2024-01-14 13:00:00.000000,73.0,3.2083333333333335,99.6,99.6,99.6,1,multi_trip
93,2345,19864,4,21,compact,2024-01-14 20:00:00,2024-01-11 08:12:00,2024-01-14 16:00:00.000000,79.8,3.4916666666666667,57.73,57.73,44.79,1,frequent_renter
94,1852,19815,5,19,luxury,2024-01-14 21:00:00,2024-01-07 21:19:00,2024-01-14 17:00:00.000000,163.68333333333334,6.986805555555556,103.58,103.58,103.58,1,frequent_renter
95,2649,19864,1,14,luxury,2024-01-19 08:00:00,2024-01-13 06:57:00,2024-01-14 17:21:11.745755,34.40326270975091,6.04375,154.7,154.7,85.5,1,frequent_renter
96,2918,19068,5,21,suv,2024-01-28 15:00:00,2024-01-14 17:48:00,2024-01-14 17:49:40.505707,0.027918251838005812,13.883333333333333,73.12,73.12,73.12,1,multi_trip
97,2917,19183,2,7,compact,2024-01-20 02:00:00,2024-01-14 17:48:00,2024-01-14 18:09:42.196969,0.361721380410266,5.341666666666667,45.86,45.86,45.86,1,multi_trip
98,2933,18798,3,8,compact,2024-02-04 01:00:00,2024-01-14 19:01:00,2024-01-15 00:47:48.346768,5.780096324582278,20.249305555555555,45.73,45.73,52.67,1,multi_trip
99,2242,19826,5,19,compact,2024-01-15 08:00:00,2024-01-10 12:13:00,2024-01-15 04:00:00.000000,111.78333333333333,4.824305555555555,50.58,50.58,45.96,1,frequent_renter
100,2909,19885,5,10,suv,2024-02-16 05:00:00,2024-01-14 17:08:00,2024-01-15 05:45:43.847475,12.628846520799698,32.49444444444445,71.74,71.74,71.74,1,frequent_renter
101,2924,19422,3,18,economy,2024-01-30 15:00:00,2024-01-14 18:07:00,2024-01-15 06:28:27.383662,12.357606572909049,15.870138888888889,52.5,52.5,52.5,1,multi_trip
102,2991,17689,1,14,economy,2024-01-21 10:00:00,2024-01-15 07:51:00,2024-01-15 07:54:17.610927,0.054891924218080805,6.089583333333334,41.47,41.47,53.28,1,single_trip
103,3011,19922,1,3,economy,2024-01-28 14:00:00,2024-01-15 10:29:00,2024-01-15 10:30:41.280484,0.028133467874534728,13.146527777777777,43.76,43.76,43.76,1,frequent_renter
104,3010,19922,5,20,luxury,2024-01-23 15:00:00,2024-01-15 10:29:00,2024-01-15 10:33:32.750862,0.07576412838256938,8.188194444444445,123.16,123.16,123.16,1,frequent_renter
105,2887,19770,2,2,economy,2024-01-17 12:00:00,2024-01-14 14:18:00,2024-01-15 11:57:47.714196,21.663253943360168,2.904166666666667,62.48,62.48,62.48,1,multi_trip
106,2910,19885,3,21,compact,2024-01-27 10:00:00,2024-01-14 17:08:00,2024-01-15 14:36:21.905806,21.472751612897806,12.702777777777778,63.34,63.34,44.79,1,frequent_renter
107,1734,19951,4,4,suv,2024-01-16 02:00:00,2024-01-07 13:11:00,2024-01-15 19:11:12.312965,198.0034202680725,8.534027777777778,78.36,78.36,78.36,1,frequent_renter
108,2346,19864,2,23,suv,2024-01-16 00:00:00,2024-01-11 08:14:00,2024-01-15 20:00:00.000000,107.76666666666667,4.656944444444444,100.22,100.22,63.87,1,frequent_renter
109,3100,19336,3,7,suv,2024-01-28 03:00:00,2024-01-15 19:59:00,2024-01-15 20:00:12.571923,0.020158867471802087,12.292361111111111,75.32,75.32,54.07,1,multi_trip
110,3117,19850,5,22,compact,2024-01-17 10:00:00,2024-01-15 21:00:00,2024-01-15 21:07:19.213367,0.12200371296978661,1.5416666666666667,46.0,46.0,46.0,1,frequent_renter
111,3121,19850,3,7,suv,2024-01-28 03:00:00,2024-01-15 21:24:00,2024-01-15 21:51:55.816502,0.46550458394472055,12.233333333333333,75.32,75.32,54.07,1,frequent_renter
112,2637,18982,1,24,compact,2024-01-20 18:00:00,2024-01-12 23:52:00,2024-01-15 22:40:20.917948,70.8058105410272,7.7555555555555555,59.3,59.3,59.3,1,multi_trip
113,3009,19372,1,22,suv,2024-01-23 03:00:00,2024-01-15 10:27:00,2024-01-15 23:24:56.585295,12.965718137509098,7.689583333333333,80.89,80.89,80.89,1,multi_trip
114,2875,18394,3,6,compact,2024-01-28 01:00:00,2024-01-14 12:40:00,2024-01-16 00:48:35.564219,36.14321228319072,13.51388888888889,51.65,51.65,51.65,1,single_trip
115,3153,19605,5,16,suv,2024-02-04 11:00:00,2024-01-16 08:36:00,2024-01-16 08:42:12.684254,0.10352340389869842,19.1,64.39,64.39,64.39,1,multi_trip
116,3169,18819,5,11,luxury,2024-02-04 13:00:00,2024-01-16 10:11:00,2024-01-16 10:14:06.055276,0.051682021141729415,19.117361111111112,116.52,116.52,119.83,1,multi_trip
117,3159,18888,1,22,suv,2024-01-23 03:00:00,2024-01-16 09:10:00,2024-01-16 11:39:42.683386,2.49518982956056,6.743055555555555,80.89,80.89,80.89,1,multi_trip
118,3081,18882,2,15,suv,2024-01-21 15:00:00,2024-01-15 19:14:00,2024-01-16 14:08:57.549140,18.915985872237474,5.823611111111111,68.99,68.99,68.99,1,multi_trip
119,3239,18654,3,8,compact,2024-02-04 01:00:00,2024-01-16 17:54:00,2024-01-16 17:57:57.814705,0.0660596402955212,18.295833333333334,45.73,45.73,52.67,1,multi_trip
120,2647,19864,1,3,economy,2024-01-28 14:00:00,2024-01-13 06:46:00,2024-01-17 09:14:27.256186,98.47423782957635,15.301388888888889,43.76,43.76,43.76,1,frequent_renter
121,3304,16183,1,22,compact,2024-02-06 14:00:00,2024-01-17 11:42:00,2024-01-17 12:23:14.519383,0.6873664951704651,20.095833333333335,63.95,63.95,63.95,1,single_trip
122,3315,19134,1,2,luxury,2024-01-28 16:00:00,2024-01-17 13:28:00,2024-01-17 13:54:06.827847,0.4352299575513649,11.105555555555556,131.36,131.36,131.36,1,multi_trip
123,3300,16459,1,6,suv,2024-01-20 09:00:00,2024-01-17 11:14:00,2024-01-17 14:37:45.276486,3.3959101350674596,2.9069444444444446,88.53,88.53,88.53,1,single_trip
124,2890,19770,2,20,economy,2024-01-23 15:00:00,2024-01-14 14:24:00,2024-01-17 15:09:50.819003,72.76411638965169,9.025,60.82,60.82,45.13,1,multi_trip
125,3335,19093,4,4,compact,2024-01-26 13:00:00,2024-01-17 15:31:00,2024-01-17 16:04:07.536839,0.5520935663809199,8.895138888888889,46.79,46.79,46.79,1,multi_trip
126,3362,19926,2,21,economy,2024-02-04 05:00:00,2024-01-17 18:34:00,2024-01-17 18:35:42.329901,0.02842497256607718,17.434722222222224,56.59,56.59,56.59,1,frequent_renter
127,3387,19077,2,21,economy,2024-02-04 05:00:00,2024-01-17 20:47:00,2024-01-17 21:21:28.570033,0.5746027868743819,17.34236111111111,56.59,56.59,56.59,1,multi_trip
128,3334,19825,5,2,suv,2024-02-05 00:00:00,2024-01-17 15:27:00,2024-01-17 22:45:14.333210,7.30398144720538,18.35625,64.17,64.17,64.17,1,frequent_renter
129,2328,19705,3,9,compact,2024-02-06 22:00:00,2024-01-11 05:26:00,2024-01-18 00:06:18.166871,162.67171301965993,26.690277777777776,83.04,83.04,83.04,1,multi_trip
130,3414,19699,2,6,luxury,2024-01-23 23:00:00,2024-01-17 22:37:00,2024-01-18 01:22:21.485269,2.7559681303845807,6.0159722222222225,138.02,138.02,138.02,1,multi_trip
131,3428,19556,4,1,luxury,2024-01-21 03:00:00,2024-01-18 06:57:00,2024-01-18 07:05:54.183329,0.14838425793647883,2.8354166666666667,133.75,133.75,133.75,1,multi_trip
132,3445,19775,4,1,suv,2024-01-24 10:00:00,2024-01-18 08:31:00,2024-01-18 09:08:50.540293,0.6307056370129712,6.061805555555556,105.34,105.34,105.34,1,multi_trip
133,3339,19937,5,23,compact,2024-01-19 15:00:00,2024-01-17 16:44:00,2024-01-18 10:24:35.107104,17.67641864013307,1.9277777777777778,50.48,50.48,50.48,1,frequent_renter
134,3325,19957,2,11,suv,2024-01-26 15:00:00,2024-01-17 14:45:00,2024-01-18 10:58:42.368348,20.22843565230353,9.010416666666666,77.65,77.65,77.65,1,frequent_renter
135,3488,19826,2,5,compact,2024-01-27 16:00:00,2024-01-18 10:32:00,2024-01-18 11:17:26.568218,0.7573800606869653,9.227777777777778,62.33,62.33,62.33,1,frequent_renter
136,3443,19775,5,1,economy,2024-02-09 06:00:00,2024-01-18 08:29:00,2024-01-18 14:04:47.792567,5.596609046328916,21.896527777777777,48.76,48.76,48.76,1,multi_trip
137,3438,19984,2,21,economy,2024-02-04 05:00:00,2024-01-18 08:24:00,2024-01-18 17:56:26.755256,9.540765348761038,16.858333333333334,56.59,56.59,56.59,1,frequent_renter
138,3599,19382,4,8,economy,2024-01-25 12:00:00,2024-01-18 18:01:00,2024-01-18 19:09:17.150615,1.1380973930595726,6.749305555555556,55.25,55.25,55.25,1,multi_trip
139,3614,19990,5,19,compact,2024-01-31 01:00:00,2024-01-18 20:05:00,2024-01-18 20:11:28.511770,0.10791993598658084,12.20486111111111,47.33,47.33,45.96,1,frequent_renter
140,3509,18759,2,12,suv,2024-02-04 20:00:00,2024-01-18 11:31:00,2024-01-19 03:46:22.085096,16.25613474882178,17.353472222222223,93.31,93.31,78.54,1,multi_trip
141,3486,19826,1,22,economy,2024-02-03 09:00:00,2024-01-18 10:31:00,2024-01-19 08:11:28.388429,21.674552341434385,15.936805555555555,44.12,44.12,44.12,1,frequent_renter
142,3115,19850,1,16,compact,2024-01-31 08:00:00,2024-01-15 20:56:00,2024-01-19 10:14:40.834351,85.31134287521257,15.46111111111111,60.64,60.64,60.64,1,frequent_renter
143,3666,16656,1,3,economy,2024-01-28 14:00:00,2024-01-19 10:02:00,2024-01-19 10:19:09.110255,0.2858639596429018,9.165277777777778,43.76,43.76,43.76,1,single_trip
144,3484,19826,5,23,compact,2024-01-19 15:00:00,2024-01-18 10:29:00,2024-01-19 11:00:00.000000,24.516666666666666,1.1881944444444446,50.48,50.48,50.48,1,frequent_renter
145,2715,19905,1,6,suv,2024-01-20 09:00:00,2024-01-13 14:47:00,2024-01-19 14:46:32.250076,143.9922916878808,6.759027777777778,88.53,88.53,88.53,1,frequent_renter
146,3492,19826,4,15,luxury,2024-01-19 23:00:00,2024-01-18 10:34:00,2024-01-19 19:00:00.000000,32.43333333333333,1.5180555555555555,120.18,120.18,120.18,1,frequent_renter
147,3791,16322,1,4,suv,2024-02-11 09:00:00,2024-01-20 01:39:00,2024-01-20 01:48:24.523355,0.1568120429608903,22.30625,87.54,87.54,66.0,1,single_trip
