price_id,location_id,supplier_id,car_class,pickup_date,obs_ts,current_price,available_cars,days_until_pickup,pickup_month
25,2,4,luxury,2024-01-13 20:00:00,2024-01-01 20:00:00,117.39,15,12,1
26,13,2,luxury,2024-01-07 22:00:00,2024-01-01 22:00:00,159.2,10,6,1
27,18,1,suv,2024-01-16 23:00:00,2024-01-01 23:00:00,101.56,7,15,1
28,14,4,compact,2024-01-17 00:00:00,2024-01-02 00:00:00,52.85,18,15,1
29,20,2,economy,2024-01-15 02:00:00,2024-01-02 02:00:00,45.13,18,13,1
30,23,5,compact,2024-01-05 02:00:00,2024-01-02 02:00:00,59.47,10,3,1
31,16,5,suv,2024-01-10 04:00:00,2024-01-02 04:00:00,71.58,17,8,1
32,4,5,compact,2024-01-14 05:00:00,2024-01-02 05:00:00,40.19,14,12,1
33,1,1,luxury,2024-01-25 05:00:00,2024-01-02 05:00:00,185.35,8,23,1
34,9,3,suv,2024-01-27 06:00:00,2024-01-02 06:00:00,95.33,10,25,1
35,15,1,economy,2024-01-19 08:00:00,2024-01-02 08:00:00,48.25,19,17,1
36,1,4,compact,2024-01-03 08:00:00,2024-01-02 08:00:00,127.73,7,1,1
37,19,2,luxury,2024-01-04 09:00:00,2024-01-02 09:00:00,253.66,5,2,1
38,11,4,suv,2024-01-29 13:00:00,2024-01-02 13:00:00,79.66,19,27,1
39,15,3,compact,2024-01-07 13:00:00,2024-01-02 13:00:00,53.95,17,5,1
40,10,2,economy,2024-01-06 14:00:00,2024-01-02 14:00:00,49.65,15,4,1
41,17,4,suv,2024-01-05 15:00:00,2024-01-02 15:00:00,119.48,13,3,1
42,16,3,economy,2024-02-03 17:00:00,2024-01-02 17:00:00,54.34,13,32,2
43,5,2,compact,2024-01-30 17:00:00,2024-01-02 17:00:00,81.33,14,28,1
44,15,5,luxury,2024-01-14 17:00:00,2024-01-02 17:00:00,99.6,17,12,1
45,23,3,economy,2024-01-07 18:00:00,2024-01-02 18:00:00,58.21,11,5,1
46,24,1,compact,2024-01-20 18:00:00,2024-01-02 18:00:00,59.3,14,18,1
47,1,3,luxury,2024-01-13 19:00:00,2024-01-02 19:00:00,167.36,11,11,1
48,2,3,luxury,2024-01-08 19:00:00,2024-01-02 19:00:00,165.84,10,6,1
49,13,2,luxury,2024-01-20 21:00:00,2024-01-02 21:00:00,134.01,15,18,1
50,6,2,suv,2024-01-10 21:00:00,2024-01-02 21:00:00,101.22,10,8,1
51,18,1,suv,2024-01-29 21:00:00,2024-01-02 21:00:00,92.12,12,27,1
52,5,4,suv,2024-01-09 22:00:00,2024-01-02 22:00:00,100.33,4,7,1
53,6,3,compact,2024-01-10 00:00:00,2024-01-03 00:00:00,57.84,12,7,1
54,18,1,suv,2024-01-11 03:00:00,2024-01-03 03:00:00,89.26,16,8,1
55,7,3,compact,2024-01-14 05:00:00,2024-01-03 05:00:00,47.95,15,11,1
56,9,2,economy,2024-01-08 06:00:00,2024-01-03 06:00:00,70.32,8,5,1
57,6,1,luxury,2024-01-29 06:00:00,2024-01-03 06:00:00,146.71,7,26,1
58,1,3,economy,2024-01-17 07:00:00,2024-01-03 07:00:00,77.66,13,14,1
59,22,4,economy,2024-01-12 08:00:00,2024-01-03 08:00:00,43.1,13,9,1
60,4,3,luxury,2024-01-07 08:00:00,2024-01-03 08:00:00,136.4,15,4,1
61,10,2,luxury,2024-01-28 10:00:00,2024-01-03 10:00:00,137.86,19,25,1
62,19,1,suv,2024-01-08 11:00:00,2024-01-03 11:00:00,110.94,10,5,1
63,19,4,luxury,2024-01-08 13:00:00,2024-01-03 13:00:00,160.82,10,5,1
64,14,4,suv,2024-01-27 13:00:00,2024-01-03 13:00:00,64.26,17,24,1
65,15,4,luxury,2024-01-09 13:00:00,2024-01-03 13:00:00,183.91,7,6,1
66,20,5,luxury,2024-01-23 15:00:00,2024-01-03 15:00:00,123.16,18,20,1
67,14,5,compact,2024-01-09 15:00:00,2024-01-03 15:00:00,58.22,14,6,1
68,17,2,suv,2024-01-11 15:00:00,2024-01-03 15:00:00,127.11,8,8,1
69,3,4,compact,2024-01-13 16:00:00,2024-01-03 16:00:00,55.48,17,10,1
70,11,4,economy,2024-01-14 17:00:00,2024-01-03 17:00:00,48.33,17,11,1
71,10,5,compact,2024-01-12 17:00:00,2024-01-03 17:00:00,42.38,15,9,1
72,20,1,economy,2024-01-24 19:00:00,2024-01-03 19:00:00,63.83,11,21,1
73,16,1,suv,2024-01-18 20:00:00,2024-01-03 20:00:00,103.57,9,15,1
74,16,5,suv,2024-01-27 20:00:00,2024-01-03 20:00:00,69.39,21,24,1
75,10,1,luxury,2024-01-12 21:00:00,2024-01-03 21:00:00,145.54,17,9,1
76,9,5,economy,2024-01-05 21:00:00,2024-01-03 21:00:00,68.64,10,2,1
77,16,5,suv,2024-01-17 22:00:00,2024-01-03 22:00:00,75.87,15,14,1
78,21,5,luxury,2024-01-09 00:00:00,2024-01-04 00:00:00,175.33,10,5,1
79,2,5,suv,2024-02-05 00:00:00,2024-01-04 00:00:00,64.17,21,32,2
80,24,1,suv,2024-01-09 01:00:00,2024-01-04 01:00:00,116.98,14,5,1
81,5,3,economy,2024-01-05 01:00:00,2024-01-04 01:00:00,81.52,13,1,1
82,21,5,luxury,2024-01-14 02:00:00,2024-01-04 02:00:00,105.37,18,10,1
83,9,5,suv,2024-01-19 03:00:00,2024-01-04 03:00:00,86.61,12,15,1
84,19,3,economy,2024-01-22 03:00:00,2024-01-04 03:00:00,56.69,13,18,1
85,24,3,luxury,2024-01-06 06:00:00,2024-01-04 06:00:00,183.33,9,2,1
86,19,5,compact,2024-01-15 08:00:00,2024-01-04 08:00:00,50.58,20,11,1
87,20,4,economy,2024-01-09 09:00:00,2024-01-04 09:00:00,57.59,9,5,1
88,23,2,suv,2024-01-08 10:00:00,2024-01-04 10:00:00,109.83,9,4,1
89,17,1,luxury,2024-01-21 11:00:00,2024-01-04 11:00:00,136.28,18,17,1
90,23,1,compact,2024-01-18 14:00:00,2024-01-04 14:00:00,61.28,10,14,1
91,5,5,economy,2024-01-12 14:00:00,2024-01-04 14:00:00,51.35,18,8,1
92,7,5,economy,2024-01-12 15:00:00,2024-01-04 15:00:00,37.09,18,8,1
93,22,4,luxury,2024-01-25 15:00:00,2024-01-04 15:00:00,142.9,13,21,1
94,3,5,suv,2024-01-25 15:00:00,2024-01-04 15:00:00,82.56,17,21,1
95,23,5,compact,2024-01-19 15:00:00,2024-01-04 15:00:00,50.48,21,15,1
96,5,3,economy,2024-01-22 16:00:00,2024-01-04 16:00:00,64.02,14,18,1
97,11,1,economy,2024-01-05 17:00:00,2024-01-04 17:00:00,68.34,5,1,1
98,17,2,compact,2024-01-13 18:00:00,2024-01-04 18:00:00,77.23,10,9,1
99,11,5,suv,2024-01-10 19:00:00,2024-01-04 19:00:00,91.02,18,6,1
100,19,1,suv,2024-01-14 22:00:00,2024-01-04 22:00:00,84.26,17,10,1
101,15,4,luxury,2024-01-19 23:00:00,2024-01-04 23:00:00,120.18,12,15,1
102,12,5,compact,2024-01-09 23:00:00,2024-01-04 23:00:00,64.4,13,5,1
103,16,2,suv,2024-01-27 00:00:00,2024-01-05 00:00:00,80.33,12,22,1
104,20,3,suv,2024-01-26 01:00:00,2024-01-05 01:00:00,69.53,15,21,1
105,11,2,economy,2024-02-15 01:00:00,2024-01-05 01:00:00,58.87,11,41,2
106,20,4,luxury,2024-01-23 02:00:00,2024-01-05 02:00:00,131.01,10,18,1
107,4,4,suv,2024-01-16 02:00:00,2024-01-05 02:00:00,78.36,16,11,1
108,14,2,luxury,2024-01-09 02:00:00,2024-01-05 02:00:00,188.93,11,4,1
109,13,3,suv,2024-01-29 02:00:00,2024-01-05 02:00:00,89.93,16,24,1
110,12,5,suv,2024-01-13 03:00:00,2024-01-05 03:00:00,63.74,20,8,1
111,3,3,suv,2024-01-21 05:00:00,2024-01-05 05:00:00,66.64,19,16,1
112,10,5,suv,2024-02-16 05:00:00,2024-01-05 05:00:00,71.74,17,42,2
113,19,2,luxury,2024-01-17 06:00:00,2024-01-05 06:00:00,149.55,15,12,1
114,9,1,economy,2024-01-22 06:00:00,2024-01-05 06:00:00,61.89,14,17,1
115,14,1,luxury,2024-01-19 08:00:00,2024-01-05 08:00:00,154.7,14,14,1
116,19,4,economy,2024-01-28 09:00:00,2024-01-05 09:00:00,45.07,13,23,1
117,17,2,economy,2024-01-09 09:00:00,2024-01-05 09:00:00,77.52,12,4,1
118,17,1,compact,2024-01-20 09:00:00,2024-01-05 09:00:00,58.39,16,15,1
119,18,2,compact,2024-01-23 10:00:00,2024-01-05 10:00:00,62.53,8,18,1
120,2,2,economy,2024-01-17 12:00:00,2024-01-05 12:00:00,62.48,13,12,1
121,23,4,luxury,2024-01-09 14:00:00,2024-01-05 14:00:00,194.88,6,4,1
122,1,4,luxury,2024-01-22 15:00:00,2024-01-05 15:00:00,164.11,12,17,1
123,4,5,economy,2024-01-17 17:00:00,2024-01-05 17:00:00,43.4,18,12,1
124,17,2,luxury,2024-01-21 19:00:00,2024-01-05 19:00:00,172.22,14,16,1
125,11,1,economy,2024-01-13 22:00:00,2024-01-05 22:00:00,45.39,22,8,1
126,13,4,compact,2024-01-15 23:00:00,2024-01-05 23:00:00,60.85,5,10,1
127,3,1,compact,2024-01-12 02:00:00,2024-01-06 02:00:00,65.2,11,6,1
128,8,4,economy,2024-01-17 03:00:00,2024-01-06 03:00:00,45.18,17,11,1
129,3,2,luxury,2024-01-09 07:00:00,2024-01-06 07:00:00,177.06,10,3,1
130,3,3,suv,2024-01-22 07:00:00,2024-01-06 07:00:00,89.24,15,16,1
131,21,3,compact,2024-01-27 10:00:00,2024-01-06 10:00:00,63.34,7,21,1
132,9,1,economy,2024-01-16 11:00:00,2024-01-06 11:00:00,56.5,17,10,1
133,8,1,luxury,2024-01-22 12:00:00,2024-01-06 12:00:00,157.03,17,16,1
134,19,1,luxury,2024-01-08 13:00:00,2024-01-06 13:00:00,200.47,11,2,1
135,17,1,economy,2024-02-07 15:00:00,2024-01-06 15:00:00,76.96,8,32,2
136,18,3,economy,2024-01-30 15:00:00,2024-01-06 15:00:00,52.5,8,24,1
137,4,2,economy,2024-01-21 17:00:00,2024-01-06 17:00:00,51.06,14,15,1
138,15,1,luxury,2024-01-12 17:00:00,2024-01-06 17:00:00,196.14,11,6,1
139,10,3,compact,2024-01-23 19:00:00,2024-01-06 19:00:00,62.32,10,17,1
140,21,1,compact,2024-01-18 19:00:00,2024-01-06 19:00:00,70.79,10,12,1
141,7,2,economy,2024-01-16 21:00:00,2024-01-06 21:00:00,62.29,13,10,1
142,7,4,suv,2024-01-17 21:00:00,2024-01-06 21:00:00,88.39,14,11,1
143,19,4,compact,2024-01-17 21:00:00,2024-01-06 21:00:00,58.56,16,11,1
144,4,3,compact,2024-01-08 22:00:00,2024-01-06 22:00:00,86.4,8,2,1
145,8,3,compact,2024-01-12 23:00:00,2024-01-06 23:00:00,62.93,8,6,1
146,11,1,economy,2024-01-31 23:00:00,2024-01-06 23:00:00,48.91,18,25,1
147,9,1,luxury,2024-02-04 00:00:00,2024-01-07 00:00:00,157.11,15,28,2
148,18,5,suv,2024-01-26 00:00:00,2024-01-07 00:00:00,71.42,18,19,1
149,16,5,luxury,2024-01-23 03:00:00,2024-01-07 03:00:00,109.86,18,16,1
150,3,2,compact,2024-01-18 03:00:00,2024-01-07 03:00:00,64.72,14,11,1
151,22,3,economy,2024-01-13 04:00:00,2024-01-07 04:00:00,51.44,10,6,1
152,4,1,compact,2024-01-11 04:00:00,2024-01-07 04:00:00,79.49,6,4,1
153,11,1,suv,2024-01-19 04:00:00,2024-01-07 04:00:00,93.4,17,12,1
154,5,2,luxury,2024-02-09 05:00:00,2024-01-07 05:00:00,177.17,11,33,2
155,4,2,suv,2024-01-23 09:00:00,2024-01-07 09:00:00,105.66,19,16,1
156,15,3,suv,2024-01-24 09:00:00,2024-01-07 09:00:00,102.57,11,17,1
157,8,5,luxury,2024-01-28 10:00:00,2024-01-07 10:00:00,87.93,26,21,1
158,20,1,luxury,2024-01-22 10:00:00,2024-01-07 10:00:00,162.53,14,15,1
159,12,2,compact,2024-01-11 10:00:00,2024-01-07 10:00:00,69.68,10,4,1
160,16,1,compact,2024-01-14 11:00:00,2024-01-07 11:00:00,59.28,18,7,1
161,9,1,luxury,2024-01-12 12:00:00,2024-01-07 12:00:00,198.73,8,5,1
162,15,2,compact,2024-01-21 14:00:00,2024-01-07 14:00:00,51.65,19,14,1
163,19,3,luxury,2024-01-11 14:00:00,2024-01-07 14:00:00,199.27,14,4,1
164,16,5,economy,2024-01-13 14:00:00,2024-01-07 14:00:00,38.03,20,6,1
165,8,3,luxury,2024-01-08 15:00:00,2024-01-07 15:00:00,189.34,13,1,1
166,22,5,economy,2024-01-10 16:00:00,2024-01-07 16:00:00,53.23,14,3,1
167,20,2,luxury,2024-02-09 17:00:00,2024-01-07 17:00:00,151.41,12,33,2
168,11,4,suv,2024-01-08 19:00:00,2024-01-07 19:00:00,106.73,10,1,1
169,23,2,compact,2024-01-22 19:00:00,2024-01-07 19:00:00,67.93,11,15,1
170,18,2,economy,2024-01-11 20:00:00,2024-01-07 20:00:00,69.23,13,4,1
171,19,5,luxury,2024-01-14 21:00:00,2024-01-07 21:00:00,103.58,20,7,1
172,9,3,compact,2024-02-06 22:00:00,2024-01-07 22:00:00,83.04,11,30,2
173,23,1,compact,2024-01-24 23:00:00,2024-01-07 23:00:00,72.2,10,17,1
174,23,2,suv,2024-01-16 00:00:00,2024-01-08 00:00:00,100.22,9,8,1
175,11,3,suv,2024-01-12 01:00:00,2024-01-08 01:00:00,90.7,14,4,1
176,6,5,luxury,2024-01-11 03:00:00,2024-01-08 03:00:00,135.93,17,3,1
177,8,4,luxury,2024-01-15 03:00:00,2024-01-08 03:00:00,120.45,15,7,1
178,7,4,suv,2024-01-24 04:00:00,2024-01-08 04:00:00,86.55,16,16,1
179,4,3,economy,2024-01-27 09:00:00,2024-01-08 09:00:00,45.39,17,19,1
180,9,2,suv,2024-01-20 12:00:00,2024-01-08 12:00:00,81.86,18,12,1
181,11,5,suv,2024-01-12 13:00:00,2024-01-08 13:00:00,79.92,14,4,1
182,15,2,luxury,2024-01-09 14:00:00,2024-01-08 14:00:00,235.17,9,1,1
183,23,3,luxury,2024-01-18 15:00:00,2024-01-08 15:00:00,126.5,17,10,1
184,12,5,economy,2024-01-14 15:00:00,2024-01-08 15:00:00,43.16,23,6,1
185,15,2,luxury,2024-01-09 16:00:00,2024-01-08 16:00:00,230.27,11,1,1
186,2,3,luxury,2024-02-03 16:00:00,2024-01-08 16:00:00,137.81,13,26,2
187,4,5,suv,2024-01-18 17:00:00,2024-01-08 17:00:00,79.66,19,10,1
188,17,2,suv,2024-01-27 19:00:00,2024-01-08 19:00:00,102.2,14,19,1
189,20,3,suv,2024-01-28 19:00:00,2024-01-08 19:00:00,85.28,16,20,1
190,5,3,suv,2024-02-06 20:00:00,2024-01-08 20:00:00,129.59,9,29,2
191,3,1,suv,2024-01-23 20:00:00,2024-01-08 20:00:00,86.09,12,15,1
192,13,5,suv,2024-01-17 20:00:00,2024-01-08 20:00:00,93.37,15,9,1
193,7,2,luxury,2024-01-10 21:00:00,2024-01-08 21:00:00,224.87,6,2,1
194,22,2,suv,2024-01-12 22:00:00,2024-01-08 22:00:00,94.11,9,4,1
195,8,2,luxury,2024-01-14 22:00:00,2024-01-08 22:00:00,136.02,19,6,1
196,17,2,economy,2024-01-15 23:00:00,2024-01-08 23:00:00,70.6,4,7,1
197,19,5,economy,2024-01-29 00:00:00,2024-01-09 00:00:00,37.45,26,20,1
198,13,3,suv,2024-02-04 01:00:00,2024-01-09 01:00:00,92.21,11,26,2
199,20,3,suv,2024-01-17 03:00:00,2024-01-09 03:00:00,91.32,12,8,1
200,12,3,economy,2024-01-13 05:00:00,2024-01-09 05:00:00,51.42,15,4,1
201,15,3,luxury,2024-01-25 06:00:00,2024-01-09 06:00:00,154.13,20,16,1
202,14,2,economy,2024-01-15 08:00:00,2024-01-09 08:00:00,57.82,12,6,1
203,19,4,suv,2024-01-25 12:00:00,2024-01-09 12:00:00,74.23,17,16,1
204,8,1,luxury,2024-02-02 15:00:00,2024-01-09 15:00:00,130.28,16,24,2
205,17,1,economy,2024-01-14 16:00:00,2024-01-09 16:00:00,68.17,17,5,1
206,14,2,suv,2024-01-25 19:00:00,2024-01-09 19:00:00,86.34,13,16,1
207,10,2,compact,2024-01-11 19:00:00,2024-01-09 19:00:00,88.32,11,2,1
208,19,5,economy,2024-01-12 19:00:00,2024-01-09 19:00:00,58.55,10,3,1
209,24,5,suv,2024-01-23 20:00:00,2024-01-09 20:00:00,81.03,12,14,1
210,5,5,economy,2024-01-26 21:00:00,2024-01-09 21:00:00,42.84,22,17,1
211,10,4,luxury,2024-01-16 21:00:00,2024-01-09 21:00:00,154.15,16,7,1
212,11,3,economy,2024-02-06 23:00:00,2024-01-09 23:00:00,52.41,16,28,2
213,2,4,luxury,2024-01-15 00:00:00,2024-01-10 00:00:00,168.99,10,5,1
214,24,1,compact,2024-02-12 00:00:00,2024-01-10 00:00:00,63.76,14,33,2
215,8,3,compact,2024-02-04 01:00:00,2024-01-10 01:00:00,45.73,21,25,2
216,13,1,compact,2024-02-05 01:00:00,2024-01-10 01:00:00,80.05,11,26,2
217,14,2,economy,2024-01-14 01:00:00,2024-01-10 01:00:00,58.48,7,4,1
218,14,5,economy,2024-01-13 02:00:00,2024-01-10 02:00:00,44.08,19,3,1
219,22,1,suv,2024-01-23 03:00:00,2024-01-10 03:00:00,80.89,12,13,1
220,4,2,suv,2024-01-20 03:00:00,2024-01-10 03:00:00,70.19,16,10,1
221,13,2,luxury,2024-02-11 07:00:00,2024-01-10 07:00:00,196.32,12,32,2
222,22,5,compact,2024-01-17 10:00:00,2024-01-10 10:00:00,46.0,15,7,1
223,14,1,economy,2024-01-21 10:00:00,2024-01-10 10:00:00,41.47,19,11,1
224,17,3,economy,2024-01-15 10:00:00,2024-01-10 10:00:00,79.56,6,5,1
225,16,5,suv,2024-02-04 11:00:00,2024-01-10 11:00:00,64.39,23,25,2
226,11,5,suv,2024-01-15 11:00:00,2024-01-10 11:00:00,86.14,15,5,1
227,13,3,suv,2024-01-25 11:00:00,2024-01-10 11:00:00,112.72,10,15,1
228,10,4,suv,2024-01-12 12:00:00,2024-01-10 12:00:00,92.48,12,2,1
229,4,4,compact,2024-01-26 13:00:00,2024-01-10 13:00:00,46.79,18,16,1
230,13,5,luxury,2024-01-18 13:00:00,2024-01-10 13:00:00,154.49,13,8,1
231,24,1,compact,2024-01-25 14:00:00,2024-01-10 14:00:00,68.03,17,15,1
232,21,3,luxury,2024-01-16 15:00:00,2024-01-10 15:00:00,235.12,2,6,1
233,20,5,compact,2024-01-31 15:00:00,2024-01-10 15:00:00,53.87,13,21,1
234,9,3,economy,2024-01-25 15:00:00,2024-01-10 15:00:00,54.91,14,15,1
235,10,1,luxury,2024-02-02 15:00:00,2024-01-10 15:00:00,132.2,14,23,2
236,19,5,luxury,2024-01-16 16:00:00,2024-01-10 16:00:00,131.33,18,6,1
237,14,3,compact,2024-01-16 19:00:00,2024-01-10 19:00:00,67.19,12,6,1
238,23,2,economy,2024-01-12 20:00:00,2024-01-10 20:00:00,65.93,7,2,1
239,22,4,luxury,2024-02-03 21:00:00,2024-01-10 21:00:00,124.58,18,24,2
240,1,3,suv,2024-01-14 21:00:00,2024-01-10 21:00:00,125.42,6,4,1
241,21,2,suv,2024-01-12 23:00:00,2024-01-10 23:00:00,122.7,14,2,1
242,3,4,luxury,2024-01-27 23:00:00,2024-01-10 23:00:00,133.69,18,17,1
243,8,1,luxury,2024-02-02 01:00:00,2024-01-11 01:00:00,138.68,15,22,2
244,22,2,luxury,2024-01-17 01:00:00,2024-01-11 01:00:00,203.3,9,6,1
245,7,2,compact,2024-01-20 02:00:00,2024-01-11 02:00:00,45.86,17,9,1
246,4,4,suv,2024-01-17 03:00:00,2024-01-11 03:00:00,98.66,12,6,1
247,22,2,suv,2024-01-25 03:00:00,2024-01-11 03:00:00,87.75,16,14,1
248,3,1,suv,2024-01-14 03:00:00,2024-01-11 03:00:00,85.38,8,3,1
249,11,2,suv,2024-01-21 03:00:00,2024-01-11 03:00:00,79.99,14,10,1
250,7,5,economy,2024-02-08 04:00:00,2024-01-11 04:00:00,44.19,22,28,2
251,4,1,compact,2024-01-27 05:00:00,2024-01-11 05:00:00,57.94,16,16,1
252,16,5,suv,2024-01-24 05:00:00,2024-01-11 05:00:00,68.34,21,13,1
253,15,1,economy,2024-01-19 06:00:00,2024-01-11 06:00:00,53.67,17,8,1
254,17,4,luxury,2024-02-05 06:00:00,2024-01-11 06:00:00,157.93,8,25,2
255,2,1,compact,2024-02-04 08:00:00,2024-01-11 08:00:00,53.76,14,24,2
256,6,1,suv,2024-01-20 09:00:00,2024-01-11 09:00:00,88.53,16,9,1
257,4,1,suv,2024-02-11 09:00:00,2024-01-11 09:00:00,87.54,15,31,2
258,16,4,compact,2024-02-01 10:00:00,2024-01-11 10:00:00,60.99,10,21,2
259,10,3,compact,2024-01-18 12:00:00,2024-01-11 12:00:00,64.63,11,7,1
260,3,1,economy,2024-01-28 14:00:00,2024-01-11 14:00:00,43.76,16,17,1
261,21,5,suv,2024-01-28 15:00:00,2024-01-11 15:00:00,73.12,23,17,1
262,24,1,suv,2024-02-06 15:00:00,2024-01-11 15:00:00,98.52,16,26,2
263,21,1,economy,2024-02-03 17:00:00,2024-01-11 17:00:00,67.69,6,23,2
264,21,1,luxury,2024-01-12 17:00:00,2024-01-11 17:00:00,214.63,11,1,1
265,13,1,suv,2024-02-05 19:00:00,2024-01-11 19:00:00,126.4,5,25,2
266,21,1,economy,2024-01-13 20:00:00,2024-01-11 20:00:00,75.22,9,2,1
267,17,4,suv,2024-01-26 21:00:00,2024-01-11 21:00:00,91.57,11,15,1
268,21,4,economy,2024-01-31 00:00:00,2024-01-12 00:00:00,60.23,13,19,1
269,6,3,compact,2024-01-28 01:00:00,2024-01-12 01:00:00,51.65,16,16,1
270,21,2,economy,2024-02-04 05:00:00,2024-01-12 05:00:00,56.59,16,23,2
271,10,3,economy,2024-02-14 05:00:00,2024-01-12 05:00:00,65.11,7,33,2
272,18,5,suv,2024-01-14 07:00:00,2024-01-12 07:00:00,77.68,19,2,1
273,7,1,economy,2024-01-27 07:00:00,2024-01-12 07:00:00,40.61,18,15,1
274,11,5,luxury,2024-02-04 13:00:00,2024-01-12 13:00:00,116.52,18,23,2
275,1,4,luxury,2024-01-14 13:00:00,2024-01-12 13:00:00,160.87,13,2,1
276,9,1,economy,2024-01-26 14:00:00,2024-01-12 14:00:00,62.55,12,14,1
277,11,2,suv,2024-01-26 15:00:00,2024-01-12 15:00:00,77.65,15,14,1
278,7,1,suv,2024-02-02 16:00:00,2024-01-12 16:00:00,87.63,13,21,2
279,11,3,compact,2024-01-13 17:00:00,2024-01-12 17:00:00,64.84,10,1,1
280,4,1,compact,2024-02-21 17:00:00,2024-01-12 17:00:00,62.97,12,40,2
281,11,5,suv,2024-01-15 20:00:00,2024-01-12 20:00:00,82.04,14,3,1
282,13,3,luxury,2024-02-14 20:00:00,2024-01-12 20:00:00,255.35,8,33,2
283,8,4,luxury,2024-01-17 20:00:00,2024-01-12 20:00:00,153.98,18,5,1
284,24,5,luxury,2024-02-18 21:00:00,2024-01-12 21:00:00,109.42,18,37,2
285,15,1,compact,2024-01-23 21:00:00,2024-01-12 21:00:00,54.92,14,11,1
286,8,3,compact,2024-01-15 22:00:00,2024-01-12 22:00:00,70.39,15,3,1
287,5,5,economy,2024-01-21 23:00:00,2024-01-12 23:00:00,46.87,13,9,1
288,23,1,suv,2024-02-02 00:00:00,2024-01-13 00:00:00,97.18,16,20,2
289,17,3,economy,2024-01-26 01:00:00,2024-01-13 01:00:00,57.25,10,13,1
290,17,2,compact,2024-02-07 02:00:00,2024-01-13 02:00:00,79.37,11,25,2
291,1,1,compact,2024-02-04 02:00:00,2024-01-13 02:00:00,59.08,15,22,2
292,2,5,suv,2024-01-16 02:00:00,2024-01-13 02:00:00,84.98,16,3,1
293,1,5,economy,2024-01-19 02:00:00,2024-01-13 02:00:00,52.4,14,6,1
294,3,1,suv,2024-02-14 02:00:00,2024-01-13 02:00:00,130.25,7,32,2
295,1,4,luxury,2024-01-21 03:00:00,2024-01-13 03:00:00,133.75,10,8,1
296,11,1,economy,2024-02-20 03:00:00,2024-01-13 03:00:00,49.49,7,38,2
297,21,3,luxury,2024-01-29 03:00:00,2024-01-13 03:00:00,180.78,13,16,1
298,4,3,economy,2024-01-14 11:00:00,2024-01-13 11:00:00,54.13,16,1,1
299,7,3,suv,2024-01-29 12:00:00,2024-01-13 12:00:00,84.7,14,16,1
300,12,3,compact,2024-02-08 13:00:00,2024-01-13 13:00:00,70.01,14,26,2
301,5,3,suv,2024-01-31 14:00:00,2024-01-13 14:00:00,119.16,8,18,1
302,22,1,compact,2024-02-06 14:00:00,2024-01-13 14:00:00,63.95,16,24,2
303,17,1,luxury,2024-02-11 15:00:00,2024-01-13 15:00:00,165.99,6,29,2
304,3,4,economy,2024-02-04 16:00:00,2024-01-13 16:00:00,47.7,14,22,2
305,5,2,compact,2024-01-27 16:00:00,2024-01-13 16:00:00,62.33,15,14,1
306,11,3,economy,2024-01-26 19:00:00,2024-01-13 19:00:00,55.92,12,13,1
